Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Benni,2,D. Prescott QB - DAL,20.6,R. Harvey RB - DEN,18.2,J. Taylor RB - IND,12.1,E. Egbuka WR - TB,4.2,T. McMillan WR - CAR,10.3,G. Kittle TE - SF,6.7,T. Henderson RB - NE,8.6,K. Fairbairn K - HOU,9.3,Seahawks DEF,30.0,J. Williams WR - DET,19.9,D. Swift RB - CHI,19.8,J. Dart QB - NYG,13.56,S. Diggs WR - NE,2.6,Texans DEF,2.0,J. Jefferson WR - MIN,0.4,,,120.0,Marv,95.42
Marv,5,J. Allen QB - BUF,16.72,J. Cook RB - BUF,15.7,A. Jeanty RB - LV,6.1,P. Nacua WR - LAR,7.2,C. Olave WR - NO,10.7,D. Goedert TE - PHI,2.7,J. Williams RB - DAL,14.0,J. Myers K - SEA,20.3,Ravens DEF,2.0,B. Strange TE - JAX,10.5,X. Worthy WR - KC,7.4,M. Harrison WR - ARI,6.9,D. Neal RB - NO,6.9,J. Jeudy WR - CLE,2.6,S. LaPorta TE - DET,0.0,O. Hampton RB - LAC,0.0,95.42,Benni,120.0
Kessi,1,P. Mahomes QB - KC,29.44,Q. Judkins RB - CLE,12.9,C. Brown RB - CIN,11.3,A. St. Brown WR - DET,0.0,C. Sutton WR - DEN,12.2,B. Bowers TE - LV,18.3,D. Henry RB - BAL,16.4,B. Aubrey K - DAL,13.5,Bills DEF,15.0,D. Maye QB - NE,20.48,J. Bates K - DET,6.1,J. Waddle WR - MIA,4.0,D. Kincaid TE - BUF,0.0,T. Higgins WR - CIN,0.0,J. Dobbins RB - DEN,0.0,,,129.04,Erik,75.14
Erik,8,L. Jackson QB - BAL,6.54,K. Walker RB - SEA,7.4,W. Marks RB - HOU,6.7,C. Lamb WR - DAL,17.2,N. Collins WR - HOU,16.5,O. Gadsden TE - LAC,2.7,M. Wilson WR - ARI,3.6,C. Little K - JAX,6.5,Chargers DEF,8.0,Jaguars DEF,14.0,C. Rodriguez RB - WAS,10.1,E. Wilson RB - GB,1.4,T. Benson RB - ARI,0.0,D. London WR - ATL,0.0,S. Tucker RB - TB,0.0,,,75.14,Kessi,129.04
Simi,6,J. Hurts QB - PHI,16.3,J. Gibbs RB - DET,8.6,B. Hall RB - NYJ,13.6,Z. Flowers WR - BAL,-1.4,R. Rice WR - KC,21.4,H. Henry TE - NE,7.3,B. Irving RB - TB,14.1,W. Reichard K - MIN,0.0,Rams DEF,2.0,M. Stafford QB - LAR,11.62,Z. Charbonnet RB - SEA,11.2,Packers DEF,3.0,R. White RB - TB,2.9,B. Thomas WR - JAX,2.8,M. Pittman WR - IND,1.3,,,81.9,Ritz,108.64
Ritz,4,J. Burrow QB - CIN,19.24,K. Williams RB - LAR,13.2,B. Robinson RB - ATL,25.3,D. Smith WR - PHI,4.8,J. Smith-Njigba WR - SEA,2.3,T. Kelce TE - KC,10.5,K. Vidal RB - LAC,19.7,C. Dicker K - LAC,9.6,Broncos DEF,4.0,B. Purdy QB - SF,17.12,J. Warren RB - PIT,10.4,L. McConkey WR - LAC,9.9,Buccaneers DEF,7.0,T. Tracy RB - NYG,3.3,R. Pearsall WR - SF,1.4,,,108.64,Simi,81.9
Tommy,3,J. Herbert QB - LAC,12.84,S. Barkley RB - PHI,5.6,D. Achane RB - MIA,19.4,A. Brown WR - PHI,25.2,G. Pickens WR - DAL,10.8,T. McBride TE - ARI,14.2,D. Montgomery RB - DET,10.8,C. Boswell K - PIT,1.0,49ers DEF,11.0,J. Goff QB - DET,20.64,T. Warren TE - IND,8.2,D. Metcalf WR - PIT,3.2,K. Allen WR - LAC,3.0,R. Odunze WR - CHI,0.8,A. Jones RB - MIN,0.5,,,110.84,Promille Böörds,75.56
Promille Böörds,7,B. Mayfield QB - TB,14.46,T. Etienne RB - JAX,4.1,C. McCaffrey RB - SF,13.4,J. Chase WR - CIN,11.0,D. Adams WR - LAR,17.8,M. Andrews TE - BAL,4.7,J. Jacobs RB - GB,9.1,T. Loop K - BAL,2.0,Lions DEF,-1.0,R. Dowdle RB - CAR,7.9,J. Ferguson TE - DAL,3.6,P. Washington WR - JAX,2.6,T. Spears RB - TEN,2.4,J. Reed WR - GB,0.0,J. Flacco QB - CIN,0.0,G. Wilson WR - NYJ,0.0,75.56,Tommy,110.84
