Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Benni,1,J. Dart QB - NYG,26.28,T. Henderson RB - NE,27.0,D. Swift RB - CHI,9.8,E. Egbuka WR - TB,17.5,J. Jefferson WR - MIN,3.7,G. Kittle TE - SF,14.4,J. Taylor RB - IND,46.6,E. Pineiro K - SF,2.0,Browns DEF,5.0,Texans DEF,14.0,S. Diggs WR - NE,10.6,K. Monangai RB - CHI,8.8,T. McMillan WR - CAR,6.0,J. Croskey-Merritt RB - WAS,3.0,R. Harvey RB - DEN,1.8,R. Doubs WR - GB,0.5,152.28,Erik,96.84
Erik,5,L. Jackson QB - BAL,16.64,K. Walker RB - SEA,7.0,W. Marks RB - HOU,14.1,D. London WR - ATL,18.4,N. Collins WR - HOU,15.6,O. Gadsden TE - LAC,1.3,W. Robinson WR - NYG,6.2,C. McLaughlin K - TB,5.6,Broncos DEF,12.0,S. Tucker RB - TB,5.1,J. Mason RB - MIN,3.1,Patriots DEF,2.0,T. Benson RB - ARI,0.0,C. Lamb WR - DAL,0.0,R. Stevenson RB - NE,0.0,I. Pacheco RB - KC,0.0,96.84,Benni,152.28
Kessi,7,D. Maye QB - NE,18.1,Q. Judkins RB - CLE,8.5,J. Dobbins RB - DEN,8.4,A. St. Brown WR - DET,11.8,J. Waddle WR - MIA,14.4,D. Kincaid TE - BUF,3.7,D. Henry RB - BAL,8.4,J. Bates K - DET,13.8,Bills DEF,3.0,B. Bowers TE - LV,2.7,C. Sutton WR - DEN,2.4,B. Aubrey K - DAL,0.0,J. Mixon RB - HOU,0.0,P. Mahomes QB - KC,0.0,T. Higgins WR - CIN,0.0,C. Brown RB - CIN,0.0,90.1,Marv,103.94
Marv,4,J. Allen QB - BUF,19.34,J. Cook RB - BUF,5.7,A. Jeanty RB - LV,12.3,P. Nacua WR - LAR,12.4,M. Harrison WR - ARI,11.3,S. LaPorta TE - DET,5.3,C. Olave WR - NO,16.4,J. Myers K - SEA,16.2,Colts DEF,5.0,J. Jeudy WR - CLE,13.8,C. Kupp WR - SEA,7.4,D. Goedert TE - PHI,4.3,X. Worthy WR - KC,0.0,O. Hampton RB - LAC,0.0,J. Williams RB - DAL,0.0,H. Haskins RB - LAC,0.0,103.94,Kessi,90.1
Simi,6,J. Hurts QB - PHI,12.02,J. Gibbs RB - DET,35.2,B. Hall RB - NYJ,18.5,Z. Flowers WR - BAL,8.1,M. Pittman WR - IND,1.9,H. Henry TE - NE,0.9,R. White RB - TB,5.4,W. Reichard K - MIN,10.2,Rams DEF,4.0,M. Stafford QB - LAR,26.9,Z. Charbonnet RB - SEA,14.3,J. Addison WR - MIN,3.5,R. Rice WR - KC,0.0,B. Irving RB - TB,0.0,B. Thomas WR - JAX,0.0,,,96.22,Juschka,86.82
Juschka,8,B. Mayfield QB - TB,22.92,C. McCaffrey RB - SF,9.6,R. Dowdle RB - CAR,12.3,G. Wilson WR - NYJ,0.0,D. Adams WR - LAR,13.7,M. Andrews TE - BAL,7.4,J. Jacobs RB - GB,14.7,W. Lutz K - DEN,4.2,Lions DEF,2.0,P. Washington WR - JAX,14.9,T. Etienne RB - JAX,13.7,J. Reed WR - GB,0.0,J. Flacco QB - CIN,0.0,J. Chase WR - CIN,0.0,J. Ferguson TE - DAL,0.0,T. Spears RB - TEN,0.0,86.82,Simi,96.22
Ritz,2,C. Williams QB - CHI,25.1,K. Williams RB - LAR,20.4,B. Robinson RB - ATL,8.8,L. McConkey WR - LAC,16.7,J. Smith-Njigba WR - SEA,15.3,T. Johnson TE - NYG,7.5,D. Smith WR - PHI,12.9,C. Dicker K - LAC,15.3,Seahawks DEF,21.0,K. Vidal RB - LAC,16.8,A. Kamara RB - NO,11.5,J. Warren RB - PIT,9.1,R. Pearsall WR - SF,0.0,T. Kelce TE - KC,0.0,D. Moore WR - CHI,0.0,,,143.0,Tommy,105.8
Tommy,3,J. Herbert QB - LAC,14.7,S. Barkley RB - PHI,10.1,D. Achane RB - MIA,34.5,D. Metcalf WR - PIT,3.5,A. Brown WR - PHI,1.3,T. McBride TE - ARI,18.7,D. Montgomery RB - DET,9.1,C. Boswell K - PIT,6.9,Bears DEF,7.0,R. Odunze WR - CHI,14.6,A. Jones RB - MIN,12.9,T. Warren TE - IND,9.9,T. Tracy RB - NYG,7.1,K. Allen WR - LAC,1.9,G. Pickens WR - DAL,0.0,,,105.8,Ritz,143.0
