Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Benni,4,J. Allen QB - BUF ,16.38,D. Johnson RB - HOU ,12.40,D. Henry RB - TEN ,13.20,R. Woods WR - LA ,2.50,A. Brown WR - TEN ,21.30,T. Hockenson TE - DET ,11.90,A. Gibson RB - WAS ,18.80,R. Succop K - TB ,9.00,Rams DEF ,15.00,A. Brown WR - TB ,0.00,D. Parker WR - MIA ,0.00,L. Jackson QB - BAL ,0.00,M. Andrews TE - BAL ,0.00,N. Chubb RB - CLE ,0.00,D. Johnson WR - PIT ,20.00,-,-,120.48,Juschka,58.10
Erik,5,K. Murray QB - ARI ,37.10,D. Montgomery RB - CHI ,6.90,C. Edwards-Helaire RB - KC ,12.30,C. Ridley WR - ATL ,14.90,C. Claypool WR - PIT ,-0.20,J. Smith TE - TEN ,0.90,C. Godwin WR - TB ,14.80,M. Crosby K - GB ,5.00,Chargers DEF ,6.00,A. Robinson WR - CHI ,7.00,T. Boyd WR - CIN ,16.74,C. McCaffrey RB - CAR ,0.00,M. Sanders RB - PHI ,0.00,D. Swift RB - DET ,10.80,Patriots DEF ,4.00,-,-,97.70,Kessi,137.76
Ritz,7,A. Rodgers QB - GB ,27.32,K. Drake RB - ARI ,4.10,K. Hunt RB - CLE ,16.20,K. Allen WR - LAC ,12.50,S. Diggs WR - BUF ,4.80,J. Cook TE - NO ,9.20,D. Hopkins WR - ARI ,14.30,H. Butker K - KC ,13.00,Buccaneers DEF ,6.00,M. Ryan QB - ATL ,17.52,R. Gronkowski TE - TB ,12.20,M. Evans WR - TB ,3.70,A. Jones RB - GB ,0.00,D. Henderson RB - LA,7.60,Colts DEF ,0.00,-,-,107.42,Simi,116.52
Marv,1,J. Herbert QB - LAC ,38.48,C. Carson RB - SEA ,4.10,J. Robinson RB - JAX ,27.70,T. McLaurin WR - WAS ,15.00,D. Metcalf WR - SEA ,2.30,T. Kelce TE - KC ,3.10,K. Golladay WR - DET ,11.40,W. Lutz K - NO ,9.00,Browns DEF ,7.00,R. Tannehill QB - TEN ,17.30,M. Gordon RB - DEN ,10.00,D. Cook RB - MIN ,0.00,M. Gaskin RB - MIA ,0.00,D. Samuel WR - SF ,7.20,Ravens DEF ,0.00,-,-,118.08,Tommy,113.76
Simi,6,R. Wilson QB - SEA ,29.92,J. McKinnon RB - SF ,-0.10,B. Scott RB - PHI ,15.20,J. Jones WR - ATL ,9.70,W. Fuller WR - HOU ,9.50,H. Henry TE - LAC ,2.30,T. Lockett WR - SEA ,38.00,R. Bullock K - CIN ,10.00,Steelers DEF ,2.00,F. Gore RB - NYJ,6.00,R. Mostert RB - SF,0.00,L. Fournette RB - TB ,9.70,J. Mixon RB - CIN,0.00,J. Smith-Schuster WR - PIT ,8.50,H. Ruggs WR - LV ,4.50,J. Slye K - CAR ,6.00,116.52,Ritz,107.42
Tommy,8,T. Brady QB - TB ,36.86,J. Conner RB - PIT ,11.10,R. Jones RB - TB ,9.60,A. Cooper WR - DAL ,8.50,T. Hill WR - KC ,11.50,J. Graham TE - CHI ,3.10,C. Lamb WR - DAL ,0.10,R. Gould K - SF ,9.00,Chiefs DEF ,24.00,L. Bell RB - KC ,3.90,M. Thomas WR - NO ,0.00,R. Anderson WR - CAR ,7.40,A. Ekeler RB - LAC ,0.00,M. Brown WR - BAL ,0.00,B. Aiyuk WR - SF ,11.50,-,-,113.76,Marv,118.08
Juschka,2,P. Mahomes QB - KC ,12.00,A. Kamara RB - NO ,14.80,J. Jacobs RB - LV ,3.10,O. Beckham WR - CLE,0.00,D. Chark WR - JAX ,2.60,D. Waller TE - LV ,11.00,M. Davis RB - CAR ,3.60,Y. Koo K - ATL ,2.00,Eagles DEF ,9.00,A. Peterson RB - DET ,3.00,A. Thielen WR - MIN ,0.00,C. Kupp WR - LA ,5.90,D. Schultz TE - DAL ,2.20,D. Singletary RB - BUF ,4.70,J. Jefferson WR - MIN ,0.00,-,-,58.10,Benni,120.48
Kessi,3,D. Watson QB - HOU ,24.16,T. Gurley RB - ATL ,20.20,E. Elliott RB - DAL ,5.10,D. Adams WR - GB ,31.60,D. Moore WR - CAR ,21.30,G. Kittle TE - SF ,5.50,P. Lindsay RB - DEN,7.90,S. Gostkowski K - TEN ,8.00,Bills DEF ,14.00,M. Ingram RB - BAL ,0.00,J. Crowder WR - NYJ ,0.00,A. Lazard WR - GB ,0.00,N. Harry WR - NE ,0.60,J. Jeudy WR - DEN ,2.00,J. Taylor RB - IND ,0.00,-,-,137.76,Erik,97.70
