Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Benni,3,J. Hurts QB - PHI ,18.58,A. Ekeler RB - LAC ,12.80,N. Chubb RB - CLE ,12.60,R. Woods WR - LA ,4.90,A. Brown WR - TEN ,4.30,M. Andrews TE - BAL ,7.60,D. Henry RB - TEN ,9.80,T. Bass K - BUF ,8.00,Saints DEF ,1.00,J. Allen QB - BUF ,32.30,-,-,-,-,-,-,-,-,-,-,-,-,79.58,Kessi,107.96
Erik,6,K. Murray QB - ARI ,15.38,D. Montgomery RB - CHI ,18.10,M. Sanders RB - PHI ,14.40,A. Robinson WR - CHI ,10.30,C. Ridley WR - ATL ,12.30,G. Kittle TE - SF ,9.20,C. Godwin WR - TB ,14.40,J. Tucker K - BAL ,9.00,Cardinals DEF ,6.00,L. Thomas TE - WAS ,6.30,H. Henry TE - LAC ,0.00,M. Thomas WR - NO ,0.00,J. Conner RB - PIT ,12.60,C. McCaffrey RB - CAR ,0.00,C. Akers RB - LA ,0.00,-,-,109.08,Ritz,149.44
Ritz,5,A. Rodgers QB - GB ,25.14,D. Johnson RB - HOU ,25.90,A. Jones RB - GB ,10.80,M. Evans WR - TB ,30.10,S. Diggs WR - BUF ,32.50,J. Cook TE - NO ,8.20,D. Hopkins WR - ARI ,4.80,H. Butker K - KC ,7.00,Dolphins DEF ,5.00,R. Gronkowski TE - TB ,17.80,K. Allen WR - LAC ,0.00,K. Drake RB - ARI ,11.00,K. Hunt RB - CLE ,11.20,N. Hines RB - IND ,6.40,Colts DEF ,0.00,-,-,149.44,Erik,109.08
Marv,1,J. Herbert QB - LAC ,16.72,D. Cook RB - MIN ,14.50,M. Gaskin RB - MIA ,28.90,C. Beasley WR - BUF ,1.70,D. Metcalf WR - SEA ,5.90,T. Kelce TE - KC ,15.80,M. Gordon RB - DEN ,7.90,R. Succop K - TB ,5.00,Ravens DEF ,10.00,K. Golladay WR - DET ,0.00,C. Carson RB - SEA ,7.90,C. Edmonds RB - ARI ,0.80,B. Mayfield QB - CLE ,8.00,T. McLaurin WR - WAS ,0.00,J. Robinson RB - JAX ,0.00,-,-,106.42,Juschka,127.52
Simi,7,R. Wilson QB - SEA ,19.90,G. Bernard RB - CIN ,13.10,D. Swift RB - DET ,5.00,M. Jones WR - DET ,1.90,T. Lockett WR - SEA ,4.40,E. Engram TE - NYG ,7.00,W. Gallman RB - NYG ,5.30,D. Carlson K - LV ,13.00,Eagles DEF ,0.00,A. Brown WR - TB ,9.50,B. Cooks WR - HOU ,20.10,J. Wilson RB - SF ,26.40,M. Gesicki TE - MIA ,5.40,S. Ahmed RB - MIA ,0.30,Steelers DEF ,9.00,-,-,69.60,Tommy,98.22
Tommy,8,T. Brady QB - TB ,29.92,L. Bell RB - KC ,3.90,L. Fournette RB - TB ,12.60,A. Cooper WR - DAL ,12.10,T. Hill WR - KC ,6.50,T. Hockenson TE - DET ,2.30,T. Higgins WR - CIN ,15.90,R. Blankenship K - IND ,6.00,Football Team DEF ,9.00,T. Hilton WR - IND ,6.00,R. Anderson WR - CAR ,9.90,C. Lamb WR - DAL ,20.40,C. Claypool WR - PIT ,5.40,B. Aiyuk WR - SF ,3.10,A. Gibson RB - WAS ,6.90,R. Jones RB - TB ,0.00,98.22,Simi,69.60
Juschka,2,P. Mahomes QB - KC ,19.22,A. Kamara RB - NO ,53.20,J. Jacobs RB - LV ,6.90,A. Thielen WR - MIN ,15.70,J. Jefferson WR - MIN ,8.50,D. Waller TE - LV ,11.20,M. Davis RB - CAR ,8.80,Y. Koo K - ATL ,2.00,Browns DEF ,2.00,A. Peterson RB - DET ,1.00,D. Booker RB - LV ,1.90,C. Kupp WR - LA ,6.60,J. Williams RB - GB ,0.00,D. Chark WR - JAX ,12.20,J. Sanders K - MIA ,14.00,-,-,127.52,Marv,106.42
Kessi,4,D. Watson QB - HOU ,26.76,J. McKissic RB - WAS ,15.20,J. Taylor RB - IND ,19.40,D. Adams WR - GB ,32.20,D. Moore WR - CAR ,3.70,R. Tonyan TE - GB ,1.70,B. Snell RB - PIT ,0.00,S. Gostkowski K - TEN ,2.00,Bills DEF ,7.00,R. Tannehill QB - TEN ,16.34,J. Landry WR - CLE ,0.00,T. Gurley RB - ATL ,5.00,E. Elliott RB - DAL ,13.90,C. Davis WR - TEN ,0.00,T. Pollard RB - DAL ,2.00,-,-,107.96,Benni,79.58
