Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Benni,4,D. Prescott QB - DAL ,7.48,D. Cook RB - MIN ,14.80,D. Henderson RB - LA ,14.20,D. Adams WR - LV ,12.10,J. Jefferson WR - MIN ,12.50,K. Pitts TE - ATL ,7.30,E. Elliott RB - DAL ,15.70,G. Zuerlein K - NYJ ,10.00,Rams DEF ,8.00,R. Tannehill QB - TEN ,14.58,L. Murray RB - BAL ,9.60,A. Robinson WR - LA ,8.40,K. Hunt RB - CLE ,5.30,C. Godwin WR - TB,12.20,J. Williams RB - DEN ,7.40,-,-,-,-,102.08,Ritz,78.60
Erik,2,M. Stafford QB - LA ,17.22,C. McCaffrey RB - CAR,19.70,A. Gibson RB - WAS ,7.30,K. Allen WR - LAC ,10.80,R. Woods WR - TEN,7.00,T. Hockenson TE - DET,12.60,N. Harris RB - PIT ,14.10,R. Succop K - TB ,6.00,Football Team DEF ,3.00,A. Brown WR ,1.70,B. Cooks WR - HOU ,13.80,M. Davis RB - ATL ,6.30,C. Edmonds RB - MIA ,7.50,J. Hurts QB - PHI ,21.80,B. Aiyuk WR - SF ,0.60,M. Thomas WR - NO PUP ,0.00,-,-,97.72,Marv,60.66
Ritz,6,A. Rodgers QB - GB ,26.80,M. Sanders RB - PHI ,5.90,D. Swift RB - DET ,7.80,A. Cooper WR - CLE ,2.40,T. Hill WR - MIA ,2.90,R. Gronkowski TE - TB ,15.90,A. Thielen WR - MIN,9.90,H. Butker K - KC ,5.00,Steelers DEF ,2.00,T. Brady QB - TB ,29.64,T. Lockett WR - SEA ,23.80,S. Barkley RB - NYG ,6.90,J. Jacobs RB - LV ,0.00,J. Chase WR - CIN ,11.40,D. Smith WR - PHI ,1.60,-,-,-,-,78.60,Benni,102.08
Marv,3,J. Allen QB - BUF ,16.66,J. Mixon RB - CIN ,7.10,J. Taylor RB - IND ,5.30,K. Golladay WR - NYG ,3.80,A. Brown WR - PHI ,4.30,T. Kelce TE - KC ,16.90,C. Edwards-Helaire RB - KC ,2.60,A. Rosas K - DET ,1.00,Ravens DEF ,3.00,L. Fournette RB - TB ,7.60,J. Smith-Schuster WR - KC ,10.40,S. Michel RB - LA ,4.60,M. Gaskin RB - MIA ,4.60,L. Shenault WR - JAX ,-0.30,J. Waddle WR - MIA ,2.80,T. Etienne RB - JAX,0.00,W. Lutz K - NO,0.00,60.66,Erik,97.72
Simi,7,P. Mahomes QB - KC ,24.02,M. Gordon RB - DEN ,6.90,N. Chubb RB - CLE ,15.80,C. Ridley WR - ATL NFI-R ,12.30,C. Lamb WR - DAL ,9.40,M. Andrews TE - BAL ,5.70,D. Samuel WR - SF ,10.10,D. Carlson K - LV ,14.00,Patriots DEF ,19.00,R. Wilson QB - DEN ,23.32,O. Beckham WR - LA,0.00,R. Anderson WR - CAR ,3.80,M. Mack RB - HOU ,1.60,J. Williams RB - DET ,3.70,C. Sutton WR - DEN ,15.90,-,-,-,-,117.22,Kessi,155.50
Tommy,8,J. Herbert QB - LAC ,14.72,A. Kamara RB - NO ,3.00,D. Montgomery RB - CHI ,7.90,J. Jones WR - TEN ,12.80,D. Hopkins WR - ARI,11.40,G. Kittle TE - SF ,1.70,J. Landry WR - CLE ,0.90,Y. Koo K - ATL ,5.00,49ers DEF ,6.00,M. Ingram RB - NO ,4.00,M. Evans WR - TB ,19.50,D. Moore WR - CAR ,13.90,J. Robinson RB - JAX,6.40,C. Claypool WR - PIT ,6.70,T. Sermon RB - SF ,0.80,J. Jeudy WR - DEN ,0.00,-,-,63.42,Juschka,145.26
Juschka,5,L. Jackson QB - BAL ,32.26,A. Jones RB - GB ,35.50,A. Ekeler RB - LAC ,13.50,S. Diggs WR - BUF ,12.00,D. Johnson WR - PIT ,10.50,D. Goedert TE - PHI ,2.40,C. Carson RB - SEA,15.10,T. Bass K - BUF ,5.00,Buccaneers DEF ,19.00,K. Drake RB - LV ,5.50,N. Hines RB - IND ,2.20,D. Chark WR - DET,1.90,M. Brown WR - ARI ,17.30,T. Williams RB - BAL ,9.30,C. Samuel WR - WAS ,0.00,-,-,-,-,145.26,Tommy,63.42
Kessi,1,K. Murray QB - ARI ,33.10,D. Henry RB - TEN ,41.70,D. Harris RB - NE ,12.40,T. McLaurin WR - WAS ,16.70,D. Metcalf WR - SEA ,5.30,D. Waller TE - LV ,6.50,C. Kupp WR - LA ,27.80,J. Tucker K - BAL ,6.00,Packers DEF ,6.00,W. Fuller WR - MIA,0.00,N. Fant TE - SEA ,9.30,T. Pollard RB - DAL ,20.00,T. Higgins WR - CIN ,10.00,M. Jones QB - NE ,7.44,E. Mitchell RB - SF ,5.30,-,-,-,-,155.50,Simi,117.22
