Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Benni,2,D. Prescott QB - DAL ,20.12,E. Elliott RB - DAL ,23.60,A. Mattison RB - MIN ,17.10,D. Adams WR - LV ,19.20,J. Jefferson WR - MIN ,17.80,K. Pitts TE - ATL ,3.50,C. Godwin WR - TB,13.60,G. Zuerlein K - NYJ ,5.00,Broncos DEF ,19.00,A. Robinson WR - LA ,2.70,K. Hunt RB - CLE ,21.50,D. Cook RB - MIN ,0.00,D. Henderson RB - LA ,0.00,J. Williams RB - DEN ,10.20,Rams DEF ,3.00,-,-,-,-,138.92,Erik,79.94
Erik,4,J. Hurts QB - PHI ,20.54,C. McCaffrey RB - CAR,4.00,A. Gibson RB - WAS ,16.40,K. Allen WR - LAC ,11.00,R. Woods WR - TEN,3.80,T. Hockenson TE - DET,1.00,N. Harris RB - PIT ,14.20,R. Succop K - TB ,6.00,Ravens DEF ,3.00,M. Stafford QB - LA ,29.52,B. Cooks WR - HOU ,11.70,M. Davis RB - ATL ,7.00,C. Edmonds RB - MIA ,7.50,B. Aiyuk WR - SF ,10.50,Football Team DEF ,-4.00,A. Brown WR ,0.00,M. Thomas WR - NO PUP ,0.00,79.94,Benni,138.92
Ritz,5,T. Brady QB - TB ,28.68,S. Barkley RB - NYG ,15.40,M. Sanders RB - PHI ,5.50,A. Cooper WR - CLE ,2.60,T. Hill WR - MIA ,4.70,R. Gronkowski TE - TB ,5.50,T. Lockett WR - SEA ,3.10,H. Butker K - KC ,6.00,Steelers DEF ,2.00,A. Rodgers QB - GB ,18.04,A. Thielen WR - MIN,11.00,J. Jacobs RB - LV ,0.00,D. Swift RB - DET ,16.70,J. Chase WR - CIN ,18.50,D. Smith WR - PHI ,2.80,-,-,-,-,73.48,Kessi,120.94
Marv,7,J. Allen QB - BUF ,37.22,J. Mixon RB - CIN ,9.40,J. Taylor RB - IND ,7.20,S. Shepard WR - NYG,1.60,A. Brown WR - PHI ,0.30,T. Kelce TE - KC ,10.40,C. Edwards-Helaire RB - KC ,14.90,A. Rosas K - DET ,4.00,Panthers DEF ,8.00,L. Fournette RB - TB ,3.40,K. Golladay WR - NYG ,6.40,J. Smith-Schuster WR - KC ,2.50,S. Michel RB - LA ,7.90,M. Gaskin RB - MIA ,7.40,J. Waddle WR - MIA ,5.80,T. Etienne RB - JAX,0.00,W. Lutz K - NO,0.00,93.02,Juschka,96.88
Simi,6,P. Mahomes QB - KC ,22.90,M. Gordon RB - DEN ,14.10,N. Chubb RB - CLE ,8.40,C. Ridley WR - ATL NFI-R ,6.10,C. Lamb WR - DAL ,6.50,M. Andrews TE - BAL ,10.90,D. Samuel WR - SF ,5.20,D. Carlson K - LV ,13.00,Patriots DEF ,3.00,R. Wilson QB - DEN ,16.62,C. Patterson RB - ATL ,10.20,O. Beckham WR - LA,8.70,J. Williams RB - DET ,12.70,C. Sutton WR - DEN ,3.70,D. Singletary RB - BUF ,2.60,-,-,-,-,90.10,Tommy,88.64
Tommy,8,J. Herbert QB - LAC ,30.84,A. Kamara RB - NO ,17.80,D. Montgomery RB - CHI ,5.50,J. Jones WR - TEN ,4.70,D. Hopkins WR - ARI,2.10,G. Kittle TE - SF ,10.10,M. Evans WR - TB ,10.60,N. Folk K - NE ,7.00,49ers DEF ,0.00,M. Ingram RB - NO ,2.00,M. Jones WR - JAX ,6.20,M. Williams WR - LAC ,26.20,D. Moore WR - CAR ,12.50,J. Robinson RB - JAX,19.40,C. Claypool WR - PIT ,9.60,J. Landry WR - CLE ,0.00,J. Jeudy WR - DEN ,0.00,88.64,Simi,90.10
Juschka,3,L. Jackson QB - BAL ,19.28,A. Jones RB - GB ,15.60,A. Ekeler RB - LAC ,16.70,S. Diggs WR - BUF ,6.20,M. Brown WR - ARI ,5.30,D. Goedert TE - PHI ,6.60,C. Carson RB - SEA,14.20,T. Bass K - BUF ,13.00,Buccaneers DEF ,0.00,K. Drake RB - LV ,5.70,N. Hines RB - IND ,13.90,D. Chark WR - DET,10.90,D. Johnson WR - PIT ,0.00,T. Williams RB - BAL ,2.20,R. Moore WR - ARI ,0.40,C. Samuel WR - WAS ,0.00,-,-,96.88,Marv,93.02
Kessi,1,K. Murray QB - ARI ,18.54,D. Henry RB - TEN ,16.40,D. Harris RB - NE ,1.10,T. McLaurin WR - WAS ,6.20,D. Metcalf WR - SEA ,16.70,D. Waller TE - LV ,5.40,C. Kupp WR - LA ,21.60,J. Tucker K - BAL ,17.00,Cardinals DEF ,18.00,W. Fuller WR - MIA,4.00,N. Fant TE - SEA ,1.50,T. Pollard RB - DAL ,6.50,T. Higgins WR - CIN ,0.00,M. Jones QB - NE ,11.60,E. Mitchell RB - SF ,0.00,-,-,-,-,120.94,Ritz,73.48
