Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Benni,3,D. Prescott QB - DAL ,26.34,E. Elliott RB - DAL ,17.76,D. Cook RB - MIN ,17.80,D. Adams WR - LV ,7.80,J. Jefferson WR - MIN ,13.90,T. Kelce TE - KC ,11.90,D. Henderson RB - LA ,4.10,D. Carlson K - LV ,2.00,Steelers DEF ,5.00,C. Godwin WR - TB IR ,5.70,A. Mattison RB - MIN ,4.00,M. Pittman WR - IND ,7.10,J. Williams RB - DEN ,4.90,E. Mitchell RB - SF ,9.10,Rams DEF ,1.00,G. Zuerlein K - NYJ ,0.00,-,-,106.60,Marv,64.54
Erik,2,M. Stafford QB - LA ,9.82,D. Johnson RB - CLE ,15.70,N. Harris RB - PIT ,13.30,K. Allen WR - LAC ,9.80,A. Brown WR - PHI ,2.30,T. Hockenson TE - DET IR ,0.00,C. McCaffrey RB - CAR IR ,16.10,M. Gay K - LA ,4.00,Bills DEF ,12.00,A. Brown WR ,0.00,O. Beckham WR - LA O ,1.80,Z. Moss RB - BUF ,8.70,T. Higgins WR - CIN ,0.00,J. Hurts QB - PHI ,18.62,A. Gibson RB - WAS ,19.80,C. Edmonds RB - MIA ,0.00,-,-,83.02,Tommy,79.20
Ritz,6,T. Brady QB - TB ,13.00,D. Swift RB - DET ,13.50,J. Taylor RB - IND ,18.60,A. Cooper WR - CLE ,5.10,T. Hill WR - MIA ,20.50,D. Knox TE - BUF ,1.70,J. Jacobs RB - LV ,3.60,T. Bass K - BUF ,9.00,Patriots DEF ,11.00,R. Gronkowski TE - TB ,0.00,A. Peterson RB - SEA O ,2.00,A. Thielen WR - MIN IR ,6.50,T. Lockett WR - SEA ,2.30,S. Barkley RB - NYG ,0.00,M. Carter RB - NYJ ,14.20,A. Rodgers QB - GB ,10.48,M. Sanders RB - PHI ,0.00,96.00,Simi,141.04
Marv,4,J. Allen QB - BUF ,20.94,L. Fournette RB - TB ,9.20,M. Gaskin RB - MIA ,4.50,E. Sanders WR - BUF ,5.10,D. Harris WR - NO ,7.00,K. Pitts TE - ATL ,6.00,D. Freeman RB - BAL ,5.80,M. Prater K - ARI ,4.00,Saints DEF ,2.00,B. Cooks WR - HOU ,0.00,S. Shepard WR - NYG IR ,0.00,J. Mixon RB - CIN ,0.00,K. Golladay WR - NYG ,0.00,M. Gesicki TE - MIA ,0.00,J. Chase WR - CIN ,0.00,K. Hunt RB - CLE ,0.00,C. Edwards-Helaire RB - KC ,0.00,64.54,Benni,106.60
Simi,5,P. Mahomes QB - KC ,36.24,C. Patterson RB - ATL ,3.90,M. Gordon RB - DEN ,8.30,D. Samuel WR - SF ,25.30,C. Lamb WR - DAL ,22.60,M. Andrews TE - BAL ,12.30,R. Stevenson RB - NE ,23.40,Y. Koo K - ATL ,3.00,Titans DEF ,6.00,R. Wilson QB - DEN ,5.64,J. Howard RB - PHI ,8.30,A. Collins RB - SEA IR ,4.90,D. Schultz TE - DAL ,1.40,C. Sutton WR - DEN ,2.90,Cowboys DEF ,21.00,C. Ridley WR - ATL NFI-R ,0.00,N. Chubb RB - CLE ,0.00,141.04,Ritz,96.00
Tommy,8,J. Herbert QB - LAC ,12.00,N. Hines RB - IND ,2.90,J. Robinson RB - JAX IR ,14.40,M. Evans WR - TB ,12.20,D. Moore WR - CAR ,2.40,G. Kittle TE - SF ,11.00,M. Williams WR - LAC ,3.30,G. Joseph K - MIN ,9.00,Colts DEF ,12.00,D. Hopkins WR - ARI IR ,0.00,D. Booker RB - NYG ,0.00,A. Kamara RB - NO ,0.00,D. Montgomery RB - CHI ,0.00,J. Jeudy WR - DEN ,5.10,C. Claypool WR - PIT ,0.00,J. Jones WR - TEN ,0.00,-,-,79.20,Erik,83.02
Juschka,7,L. Jackson QB - BAL ,15.42,A. Jones RB - GB ,8.60,A. Ekeler RB - LAC ,11.90,S. Diggs WR - BUF ,22.20,M. Brown WR - ARI ,3.70,D. Goedert TE - PHI ,2.80,D. Johnson WR - PIT ,6.30,N. Folk K - NE ,9.00,Buccaneers DEF ,6.00,Z. Ertz TE - ARI ,4.60,T. Patrick WR - DEN ,1.40,D. Williams RB - KC ,20.40,K. Herbert RB - CHI ,0.00,K. Gainwell RB - PHI ,1.40,Raiders DEF ,-2.00,C. Carson RB - SEA IR ,0.00,-,-,85.92,Kessi,64.64
Kessi,1,D. Carr QB - LV ,18.24,J. McKissic RB - WAS IR ,3.90,J. Conner RB - ARI ,12.40,T. McLaurin WR - WAS ,5.90,D. Metcalf WR - SEA ,2.60,D. Waller TE - LV ,2.40,C. Kupp WR - LA ,12.20,J. Tucker K - BAL ,4.00,Cardinals DEF ,3.00,C. Beasley WR - BUF ,1.50,J. Landry WR - CLE ,2.60,K. Drake RB - LV ,3.10,D. Harris RB - NE ,0.00,K. Murray QB - ARI ,0.00,D. Henry RB - TEN ,0.00,N. Fant TE - SEA ,5.90,-,-,64.64,Juschka,85.92
