Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Benni,2,D. Prescott QB - DAL ,20.68,D. Henderson RB - LA ,15.90,A. Mattison RB - MIN ,19.30,D. Adams WR - LV ,26.60,J. Jefferson WR - MIN ,12.40,K. Pitts TE - ATL ,17.90,E. Elliott RB - DAL ,23.20,M. Gay K - LA ,8.00,Broncos DEF ,3.00,A. Robinson WR - LA ,3.20,K. Hunt RB - CLE ,20.90,D. Cook RB - MIN ,0.00,C. Godwin WR - TB,7.00,J. Williams RB - DEN ,8.60,Rams DEF ,7.00,-,-,-,-,146.98,Tommy,169.22
Erik,4,J. Hurts QB - PHI ,22.92,A. Gibson RB - WAS ,19.20,N. Harris RB - PIT ,20.20,A. Brown WR ,24.40,K. Allen WR - LAC ,7.50,T. Hockenson TE - DET,2.20,C. Edmonds RB - MIA ,1.40,M. Prater K - ARI ,5.00,Patriots DEF ,5.00,M. Stafford QB - LA ,16.50,R. Woods WR - TEN,15.00,B. Cooks WR - HOU ,2.30,C. McCaffrey RB - CAR,0.00,Z. Moss RB - BUF ,9.20,Bills DEF ,17.00,M. Thomas WR - NO PUP ,0.00,-,-,107.82,Ritz,103.14
Ritz,6,T. Brady QB - TB ,37.74,S. Barkley RB - NYG ,0.90,D. Swift RB - DET ,16.40,A. Thielen WR - MIN,4.00,T. Hill WR - MIA ,7.80,D. Schultz TE - DAL ,7.90,C. Hubbard RB - CAR ,13.40,H. Butker K - KC ,10.00,Steelers DEF ,5.00,A. Rodgers QB - GB ,19.76,T. Lockett WR - SEA ,5.70,A. Cooper WR - CLE ,12.00,J. Jacobs RB - LV ,12.70,M. Sanders RB - PHI ,5.10,J. Chase WR - CIN ,21.90,-,-,-,-,103.14,Erik,107.82
Marv,7,J. Allen QB - BUF ,36.50,L. Fournette RB - TB ,17.00,C. Edwards-Helaire RB - KC ,2.40,A. Brown WR - PHI ,3.80,H. Renfrow WR - LV ,5.60,T. Kelce TE - KC ,11.70,J. Taylor RB - IND ,28.90,R. Bullock K - TEN ,7.00,Raiders DEF ,3.00,S. Shepard WR - NYG,0.00,J. Mixon RB - CIN ,9.50,K. Golladay WR - NYG ,0.00,M. Gaskin RB - MIA ,21.90,K. Gainwell RB - PHI ,2.40,W. Lutz K - NO,0.00,-,-,-,-,115.90,Kessi,105.56
Simi,8,P. Mahomes QB - KC ,18.98,C. Patterson RB - ATL ,11.40,N. Chubb RB - CLE ,23.00,D. Samuel WR - SF ,13.10,C. Lamb WR - DAL ,14.80,M. Andrews TE - BAL ,30.70,M. Gordon RB - DEN ,4.30,D. Carlson K - LV ,3.00,Cowboys DEF ,11.00,R. Wilson QB - DEN ,9.08,O. Beckham WR - LA,2.00,J. Williams RB - DET ,6.50,C. Ridley WR - ATL NFI-R ,0.00,C. Sutton WR - DEN ,18.00,D. Singletary RB - BUF ,2.30,-,-,-,-,130.28,Juschka,145.28
Tommy,5,J. Herbert QB - LAC ,42.82,A. Kamara RB - NO ,24.20,J. Robinson RB - JAX,20.70,D. Hopkins WR - ARI,14.70,D. Moore WR - CAR ,3.80,D. Knox TE - BUF ,17.70,M. Evans WR - TB ,23.30,G. Joseph K - MIN ,17.00,49ers DEF ,5.00,J. Jones WR - TEN ,0.00,M. Ingram RB - NO ,4.10,M. Jones WR - JAX ,2.50,M. Williams WR - LAC ,28.50,D. Montgomery RB - CHI ,0.00,C. Claypool WR - PIT ,19.00,G. Kittle TE - SF ,0.00,J. Jeudy WR - DEN ,0.00,169.22,Benni,146.98
Juschka,3,L. Jackson QB - BAL ,41.88,A. Jones RB - GB ,10.90,A. Ekeler RB - LAC ,27.90,S. Diggs WR - BUF ,6.90,M. Brown WR - ARI ,24.50,D. Goedert TE - PHI ,2.80,D. Williams RB - ATL ,14.40,T. Bass K - BUF ,8.00,Buccaneers DEF ,8.00,J. Crowder WR - BUF ,4.40,C. Samuel WR - WAS ,0.80,C. Carson RB - SEA,0.00,T. Patrick WR - DEN ,8.90,D. Johnson WR - PIT ,13.20,R. Moore WR - ARI ,9.70,D. Chark WR - DET,0.00,-,-,145.28,Simi,130.28
Kessi,1,K. Murray QB - ARI ,13.66,D. Henry RB - TEN ,31.00,D. Harris RB - NE ,9.80,T. McLaurin WR - WAS ,4.60,D. Metcalf WR - SEA ,21.80,D. Waller TE - LV ,4.50,C. Kupp WR - LA ,9.20,J. Tucker K - BAL ,3.00,Cardinals DEF ,8.00,J. Conner RB - ARI ,9.70,N. Fant TE - SEA ,2.00,T. Pollard RB - DAL ,10.30,T. Higgins WR - CIN ,5.20,M. Jones QB - NE ,11.54,E. Mitchell RB - SF ,6.20,-,-,-,-,105.56,Marv,115.90
