Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Benni,5,D. Prescott QB - DAL ,18.88,E. Elliott RB - DAL ,9.60,D. Cook RB - MIN ,12.20,D. Adams WR - LV ,4.20,J. Jefferson WR - MIN ,14.00,T. Kelce TE - KC ,12.80,D. Henderson RB - LA ,5.80,G. Zuerlein K - NYJ ,0.00,Steelers DEF ,7.00,C. Godwin WR - TB,0.00,A. Mattison RB - MIN ,0.30,M. Pittman WR - IND ,12.40,J. Williams RB - DEN ,11.10,E. Mitchell RB - SF ,7.90,Rams DEF ,5.00,-,-,-,-,84.48,Ritz,107.68
Erik,2,M. Stafford QB - LA ,13.06,C. McCaffrey RB - CAR,10.60,N. Harris RB - PIT ,13.80,K. Allen WR - LAC ,10.40,T. Higgins WR - CIN ,7.80,H. Henry TE - NE ,7.90,A. Brown WR - PHI ,4.20,M. Gay K - LA ,12.00,Bills DEF ,8.00,A. Brown WR ,0.00,C. Edmonds RB - MIA ,0.30,T. Hockenson TE - DET,0.00,Z. Moss RB - BUF ,2.40,J. Hurts QB - PHI ,16.68,A. Gibson RB - WAS ,0.00,M. Thomas WR - NO PUP ,0.00,-,-,87.76,Marv,73.36
Ritz,6,C. Wentz QB - WAS ,24.18,J. Jacobs RB - LV ,9.50,J. Taylor RB - IND ,32.00,A. Thielen WR - MIN,6.60,T. Hill WR - MIA ,3.30,C. Uzomah TE - NYJ ,2.40,A. Cooper WR - CLE ,3.70,T. Bass K - BUF ,6.00,Patriots DEF ,20.00,R. Gronkowski TE - TB ,0.00,T. Brady QB - TB ,0.00,T. Lockett WR - SEA ,0.00,S. Barkley RB - NYG ,0.00,D. Swift RB - DET ,0.00,M. Carter RB - NYJ ,8.60,A. Rodgers QB - GB ,0.00,M. Sanders RB - PHI ,0.00,107.68,Benni,84.48
Marv,3,J. Allen QB - BUF ,9.56,J. Mixon RB - CIN ,23.00,M. Gaskin RB - MIA ,9.70,R. Woods WR - TEN,10.40,J. Chase WR - CIN ,2.90,K. Pitts TE - ATL ,6.20,B. Cooks WR - HOU ,5.60,E. McPherson K - CIN ,4.00,Saints DEF ,2.00,M. Ryan QB - IND ,28.52,S. Shepard WR - NYG,0.00,L. Fournette RB - TB ,0.00,K. Golladay WR - NYG ,2.80,M. Gesicki TE - MIA ,5.40,49ers DEF ,1.00,K. Hunt RB - CLE ,0.00,C. Edwards-Helaire RB - KC ,0.00,73.36,Erik,87.76
Simi,8,P. Mahomes QB - KC ,10.44,C. Patterson RB - ATL ,13.60,N. Chubb RB - CLE ,28.30,D. Samuel WR - SF ,6.30,C. Lamb WR - DAL ,2.30,M. Andrews TE - BAL ,4.40,B. Scott RB - PHI ,4.00,R. Bullock K - TEN ,4.00,Cowboys DEF ,3.00,M. Gordon RB - DEN ,15.50,A. Collins RB - SEA,0.00,J. McNichols RB - TEN ,3.50,D. Schultz TE - DAL ,5.40,C. Sutton WR - DEN ,2.90,Y. Koo K - ATL ,9.00,R. Wilson QB - DEN ,0.00,C. Ridley WR - ATL NFI-R ,0.00,76.34,Kessi,108.94
Tommy,4,J. Herbert QB - LAC ,31.64,D. Booker RB - NYG ,12.20,A. Kamara RB - NO ,16.40,D. Moore WR - CAR ,4.60,C. Claypool WR - PIT ,4.30,G. Kittle TE - SF ,14.10,M. Williams WR - LAC ,5.80,G. Joseph K - MIN ,7.00,Colts DEF ,5.00,J. Jones WR - TEN ,3.50,D. Hopkins WR - ARI,0.00,M. Evans WR - TB ,0.00,J. Burrow QB - CIN ,7.38,J. Jeudy WR - DEN ,6.90,J. Robinson RB - JAX,0.00,D. Montgomery RB - CHI ,8.00,-,-,101.04,Juschka,87.24
Juschka,7,L. Jackson QB - BAL ,30.64,A. Jones RB - GB ,5.30,A. Ekeler RB - LAC ,8.20,S. Diggs WR - BUF ,8.50,D. Johnson WR - PIT ,6.70,D. Goedert TE - PHI ,4.30,M. Brown WR - ARI ,11.60,N. Folk K - NE ,6.00,Raiders DEF ,6.00,Z. Ertz TE - ARI ,2.70,T. Patrick WR - DEN ,14.50,D. Williams RB - KC ,7.70,K. Herbert RB - CHI ,1.30,K. Gainwell RB - PHI ,6.30,Buccaneers DEF ,0.00,C. Carson RB - SEA,0.00,-,-,87.24,Tommy,101.04
Kessi,1,D. Carr QB - LV ,10.34,J. Conner RB - ARI ,35.30,D. Harris RB - NE ,9.30,C. Beasley WR - BUF ,3.30,C. Kupp WR - LA ,9.50,D. Waller TE - LV ,9.20,K. Drake RB - LV ,10.00,J. Tucker K - BAL ,10.00,Cardinals DEF ,12.00,J. Landry WR - CLE ,1.10,J. McKissic RB - WAS,0.00,K. Murray QB - ARI ,0.00,T. McLaurin WR - WAS ,0.00,D. Metcalf WR - SEA ,0.00,D. Henry RB - TEN ,0.00,N. Fant TE - SEA ,0.00,-,-,108.94,Simi,76.34
