Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Benni,4,C. Rush QB - DAL ,17.20,D. Cook RB - MIN ,7.80,D. Henderson RB - LA ,21.30,C. Godwin WR - TB IR ,20.00,J. Jefferson WR - MIN ,2.10,T. Kelce TE - KC ,0.70,E. Elliott RB - DAL ,7.30,G. Zuerlein K - NYJ ,8.00,Rams DEF ,7.00,D. Prescott QB - DAL ,0.00,A. Mattison RB - MIN ,0.00,M. Pittman WR - IND ,20.60,J. Williams RB - DEN ,4.80,K. Toney WR - NYG ,3.36,E. Mitchell RB - SF ,19.70,D. Adams WR - LV ,0.00,-,-,91.40,Erik,104.62
Erik,2,J. Hurts QB - PHI ,11.22,C. Edmonds RB - MIA ,12.90,N. Harris RB - PIT ,18.00,K. Allen WR - LAC ,13.70,A. Brown WR - PHI ,21.50,T. Hockenson TE - DET IR ,8.90,A. Gibson RB - WAS ,5.40,M. Prater K - ARI ,3.00,Bills DEF ,10.00,M. Stafford QB - LA ,24.20,A. Peterson RB - SEA O ,0.00,A. Brown WR ,0.00,T. Pollard RB - DAL ,2.70,Z. Moss RB - BUF ,5.80,T. Higgins WR - CIN ,9.70,M. Thomas WR - NO PUP ,0.00,C. McCaffrey RB - CAR IR ,0.00,104.62,Benni,91.40
Ritz,6,T. Brady QB - TB ,25.20,D. Swift RB - DET ,3.10,J. Taylor RB - IND ,18.20,A. Thielen WR - MIN IR ,13.80,T. Hill WR - MIA ,15.40,C. Uzomah TE - NYJ ,3.30,A. Cooper WR - CLE ,18.20,T. Bass K - BUF ,10.00,Broncos DEF ,13.00,A. Rodgers QB - GB ,15.66,T. Lockett WR - SEA ,14.20,S. Barkley RB - NYG ,0.00,J. Jacobs RB - LV ,0.00,C. Hubbard RB - CAR ,13.10,M. Carter RB - NYJ ,23.20,M. Sanders RB - PHI ,0.00,-,-,120.20,Kessi,76.96
Marv,3,J. Allen QB - BUF ,29.46,L. Fournette RB - TB ,4.30,J. Mixon RB - CIN ,21.10,B. Cooks WR - HOU ,14.30,J. Chase WR - CIN ,10.10,K. Pitts TE - ATL ,1.30,R. Woods WR - TEN IR ,17.70,E. McPherson K - CIN ,7.00,49ers DEF ,6.00,M. Ryan QB - IND ,6.14,S. Shepard WR - NYG IR ,2.50,K. Golladay WR - NYG ,0.00,M. Gesicki TE - MIA ,6.80,M. Gaskin RB - MIA ,5.50,Dolphins DEF ,0.00,K. Hunt RB - CLE ,0.00,C. Edwards-Helaire RB - KC ,0.00,111.26,Juschka,99.56
Simi,7,P. Mahomes QB - KC ,14.00,A. Collins RB - SEA IR ,4.40,N. Chubb RB - CLE ,6.90,D. Samuel WR - SF ,17.10,C. Lamb WR - DAL ,11.20,D. Schultz TE - DAL ,1.10,C. Patterson RB - ATL ,13.20,Y. Koo K - ATL ,9.00,Bengals DEF ,7.00,E. Sanders WR - BUF ,0.00,M. Gordon RB - DEN ,16.20,C. Ridley WR - ATL NFI-R ,0.00,C. Sutton WR - DEN ,4.00,M. Andrews TE - BAL ,0.00,Cowboys DEF ,2.00,R. Wilson QB - DEN ,0.00,-,-,83.90,Tommy,73.92
Tommy,8,J. Herbert QB - LAC ,13.82,A. Kamara RB - NO ,13.60,J. Robinson RB - JAX IR ,3.90,D. Hopkins WR - ARI IR ,6.60,D. Moore WR - CAR ,5.90,H. Henry TE - NE ,3.30,M. Evans WR - TB ,10.80,G. Joseph K - MIN ,10.00,Colts DEF ,6.00,J. Jones WR - TEN ,0.00,D. Booker RB - NYG ,12.50,M. Williams WR - LAC ,1.90,D. Montgomery RB - CHI ,0.00,J. Burrow QB - CIN ,20.26,C. Claypool WR - PIT ,6.10,G. Kittle TE - SF ,0.00,J. Jeudy WR - DEN ,3.90,73.92,Simi,83.90
Juschka,5,K. Cousins QB - MIN ,13.16,A. Jones RB - GB ,17.00,A. Ekeler RB - LAC ,18.40,S. Diggs WR - BUF ,10.00,D. Johnson WR - PIT ,9.80,D. Goedert TE - PHI ,7.20,D. Williams RB - KC ,11.00,N. Folk K - NE ,13.00,Buccaneers DEF ,0.00,Z. Ertz TE - ARI ,4.20,T. Patrick WR - DEN ,6.40,L. Jackson QB - BAL ,0.00,M. Brown WR - ARI ,0.00,K. Herbert RB - CHI ,6.80,K. Gainwell RB - PHI ,2.70,C. Carson RB - SEA IR ,0.00,-,-,99.56,Marv,111.26
Kessi,1,K. Murray QB - ARI ,9.06,D. Henry RB - TEN ,6.80,D. Harris RB - NE ,14.00,C. Kupp WR - LA ,17.50,D. Metcalf WR - SEA ,16.30,N. Fant TE - SEA ,0.80,T. McLaurin WR - WAS ,3.50,M. Gay K - LA ,8.00,Cardinals DEF ,1.00,T. Hilton WR - IND ,1.60,D. Carr QB - LV ,0.00,D. Waller TE - LV ,0.00,J. McKissic RB - WAS IR ,9.30,J. Conner RB - ARI ,14.20,J. Tucker K - BAL ,0.00,-,-,-,-,76.96,Ritz,120.20
