Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Benni,2,D. Prescott QB - DAL ,26.80,D. Cook RB - MIN ,20.30,D. Henderson RB - LA ,22.70,D. Adams WR - LV ,8.90,J. Jefferson WR - MIN ,6.00,T. Kelce TE - KC ,9.90,E. Elliott RB - DAL ,11.90,M. Gay K - LA ,8.00,Rams DEF ,16.00,R. Tannehill QB - TEN ,12.94,C. Godwin WR - TB IR ,4.30,A. Mattison RB - MIN ,1.00,M. Pittman WR - IND ,3.80,J. Williams RB - DEN ,6.80,K. Toney WR - NYG ,3.60,-,-,-,-,130.50,Juschka,88.18
Erik,4,J. Hurts QB - PHI ,25.00,A. Gibson RB - WAS ,2.40,N. Harris RB - PIT ,18.70,A. Brown WR ,15.30,K. Allen WR - LAC ,5.00,T. Hockenson TE - DET IR ,7.40,Z. Moss RB - BUF ,3.90,M. Prater K - ARI ,15.00,Bills DEF ,1.00,M. Stafford QB - LA ,25.24,M. Davis RB - ATL ,0.00,C. Edmonds RB - MIA ,5.00,A. Brown WR - PHI ,9.10,Patriots DEF ,3.00,M. Thomas WR - NO PUP ,0.00,C. McCaffrey RB - CAR IR ,0.00,-,-,93.70,Simi,109.98
Ritz,6,T. Brady QB - TB ,17.98,D. Swift RB - DET ,12.70,J. Taylor RB - IND ,27.80,A. Cooper WR - CLE ,5.50,T. Hill WR - MIA ,13.60,D. Schultz TE - DAL ,7.90,C. Hubbard RB - CAR ,12.50,H. Butker K - KC ,9.00,Packers DEF ,7.00,A. Rodgers QB - GB ,23.70,A. Thielen WR - MIN IR ,18.80,T. Lockett WR - SEA ,3.50,S. Barkley RB - NYG ,0.00,J. Jacobs RB - LV ,14.20,M. Sanders RB - PHI ,6.60,-,-,-,-,113.98,Marv,126.62
Marv,5,J. Allen QB - BUF ,28.72,L. Fournette RB - TB ,24.70,J. Mixon RB - CIN ,21.30,B. Cooks WR - HOU ,8.90,J. Chase WR - CIN ,9.70,M. Gesicki TE - MIA ,11.50,K. Hunt RB - CLE ,7.80,E. McPherson K - CIN ,10.00,Dolphins DEF ,4.00,R. Woods WR - TEN IR ,9.10,S. Shepard WR - NYG IR ,7.60,K. Golladay WR - NYG ,0.00,M. Gaskin RB - MIA ,1.40,K. Pitts TE - ATL ,0.00,K. Gainwell RB - PHI ,0.10,C. Edwards-Helaire RB - KC ,0.00,W. Lutz K - NO IR ,0.00,126.62,Ritz,113.98
Simi,7,P. Mahomes QB - KC ,22.98,M. Gordon RB - DEN ,7.30,J. Williams RB - DET ,0.90,E. Sanders WR - BUF ,9.10,C. Lamb WR - DAL ,27.10,M. Andrews TE - BAL ,12.80,A. Collins RB - SEA IR ,15.80,G. Gano K - NYG ,3.00,Cowboys DEF ,11.00,M. Jones WR - JAX ,16.00,C. Patterson RB - ATL ,0.00,C. Ridley WR - ATL NFI-R ,0.00,C. Sutton WR - DEN ,15.40,N. Chubb RB - CLE ,0.00,D. Samuel WR - SF ,0.00,R. Wilson QB - DEN ,0.00,-,-,109.98,Erik,93.70
Tommy,8,J. Herbert QB - LAC ,11.00,D. Booker RB - NYG ,6.90,J. Robinson RB - JAX IR ,16.10,D. Hopkins WR - ARI IR ,17.50,M. Williams WR - LAC ,2.70,D. Knox TE - BUF ,4.50,M. Evans WR - TB ,2.70,G. Joseph K - MIN ,10.00,Colts DEF ,15.00,J. Jones WR - TEN ,5.90,A. Kamara RB - NO ,0.00,D. Moore WR - CAR ,5.90,D. Montgomery RB - CHI ,0.00,C. Claypool WR - PIT ,1.70,D. Smith WR - PHI ,3.10,G. Kittle TE - SF ,0.00,J. Jeudy WR - DEN ,0.00,86.40,Kessi,139.66
Juschka,3,L. Jackson QB - BAL ,11.78,A. Jones RB - GB ,17.00,A. Ekeler RB - LAC ,5.50,S. Diggs WR - BUF ,14.90,M. Brown WR - ARI ,3.50,Z. Ertz TE - ARI ,8.90,D. Johnson WR - PIT ,9.60,T. Bass K - BUF ,13.00,Buccaneers DEF ,4.00,C. Samuel WR - WAS ,0.00,C. Carson RB - SEA IR ,0.00,T. Patrick WR - DEN ,10.20,D. Williams RB - KC ,20.90,K. Herbert RB - CHI ,17.20,R. Moore WR - ARI ,2.60,D. Williams RB - ATL ,0.00,D. Goedert TE - PHI ,0.00,88.18,Benni,130.50
Kessi,1,K. Murray QB - ARI ,25.76,D. Henry RB - TEN ,33.60,D. Harris RB - NE ,16.80,T. McLaurin WR - WAS ,2.80,D. Metcalf WR - SEA ,5.80,D. Waller TE - LV ,5.90,C. Kupp WR - LA ,25.00,J. Tucker K - BAL ,12.00,Cardinals DEF ,12.00,J. Conner RB - ARI ,7.10,N. Fant TE - SEA ,15.70,T. Pollard RB - DAL ,6.30,T. Higgins WR - CIN ,4.40,M. Jones QB - NE ,14.76,E. Mitchell RB - SF ,0.00,-,-,-,-,139.66,Tommy,86.40
