Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Benni,7,R. Tannehill QB - TEN ,14.18,E. Elliott RB - DAL ,3.90,D. Cook RB - MIN ,14.40,D. Adams WR - LV ,5.60,J. Jefferson WR - MIN ,7.54,K. Pitts TE - ATL ,3.10,C. Godwin WR - TB IR ,14.50,G. Zuerlein K - NYJ ,11.00,Rams DEF ,8.00,L. Murray RB - BAL ,8.80,A. Robinson WR - LA ,3.50,D. Prescott QB - DAL ,27.42,K. Hunt RB - CLE ,14.10,D. Henderson RB - LA ,14.70,J. Williams RB - DEN ,4.10,-,-,-,-,82.22,Marv,105.90
Erik,2,J. Hurts QB - PHI ,28.76,C. McCaffrey RB - CAR IR ,18.70,A. Gibson RB - WAS ,8.80,K. Allen WR - LAC ,10.00,R. Woods WR - TEN IR ,9.40,T. Hockenson TE - DET IR ,17.70,N. Harris RB - PIT ,4.90,J. Sanders K - MIA ,5.00,Football Team DEF ,7.00,M. Stafford QB - LA ,24.34,B. Cooks WR - HOU ,13.20,M. Davis RB - ATL ,7.20,C. Edmonds RB - MIA ,10.60,B. Aiyuk WR - SF ,0.00,T. Lance QB - SF ,4.40,M. Thomas WR - NO PUP ,0.00,-,-,110.26,Tommy,98.68
Ritz,1,A. Rodgers QB - GB ,1.32,M. Sanders RB - PHI ,13.30,D. Swift RB - DET ,16.40,A. Cooper WR - CLE ,25.90,T. Hill WR - MIA ,26.10,R. Gronkowski TE - TB ,21.00,A. Thielen WR - MIN IR ,21.20,H. Butker K - KC ,9.00,Steelers DEF ,12.00,T. Brady QB - TB ,27.16,T. Lockett WR - SEA ,22.00,S. Barkley RB - NYG ,2.70,J. Jacobs RB - LV ,16.00,J. Chase WR - CIN ,15.90,D. Smith WR - PHI ,13.10,-,-,-,-,146.22,Simi,104.68
Marv,4,J. Allen QB - BUF ,17.20,J. Mixon RB - CIN ,21.00,J. Taylor RB - IND ,11.60,K. Golladay WR - NYG ,6.40,A. Brown WR - PHI ,10.90,T. Kelce TE - KC ,19.60,C. Edwards-Helaire RB - KC ,7.20,A. Rosas K - DET ,8.00,Ravens DEF ,4.00,L. Fournette RB - TB ,5.90,J. Smith-Schuster WR - KC ,5.20,S. Michel RB - LA ,0.20,M. Gaskin RB - MIA ,7.60,L. Shenault WR - JAX ,5.90,J. Waddle WR - MIA ,12.10,T. Etienne RB - JAX IR ,0.00,W. Lutz K - NO IR ,0.00,105.90,Benni,82.22
Simi,5,P. Mahomes QB - KC ,33.28,M. Gordon RB - DEN ,17.80,N. Chubb RB - CLE ,20.10,C. Ridley WR - ATL NFI-R ,5.10,C. Lamb WR - DAL ,16.40,M. Andrews TE - BAL ,2.00,R. Mostert RB - MIA IR ,2.00,R. Blankenship K - IND IR ,4.00,Colts DEF ,4.00,R. Wilson QB - DEN ,27.06,O. Beckham WR - LA O ,0.00,R. Anderson WR - CAR ,11.70,J. Williams RB - DET ,17.00,C. Sutton WR - DEN ,1.40,D. Samuel WR - SF ,22.90,-,-,-,-,104.68,Ritz,146.22
Tommy,6,J. Herbert QB - LAC ,13.38,A. Kamara RB - NO ,15.10,D. Montgomery RB - CHI ,17.80,J. Jones WR - TEN ,2.90,D. Hopkins WR - ARI IR ,20.30,G. Kittle TE - SF ,7.80,J. Robinson RB - JAX IR ,5.40,Y. Koo K - ATL ,6.00,49ers DEF ,10.00,M. Evans WR - TB ,2.40,J. Conner RB - ARI ,5.30,D. Moore WR - CAR ,9.40,J. Jeudy WR - DEN ,7.20,C. Claypool WR - PIT ,7.00,T. Sermon RB - SF ,0.00,-,-,-,-,98.68,Erik,110.26
Juschka,8,L. Jackson QB - BAL ,18.00,A. Jones RB - GB ,2.20,A. Ekeler RB - LAC ,11.70,S. Diggs WR - BUF ,6.90,D. Johnson WR - PIT ,9.60,D. Goedert TE - PHI ,10.20,C. Carson RB - SEA IR ,9.70,T. Bass K - BUF ,10.00,Buccaneers DEF ,2.00,K. Drake RB - LV ,7.00,C. Samuel WR - WAS ,0.00,N. Hines RB - IND ,8.20,D. Chark WR - DET IR ,14.60,M. Brown WR - ARI ,13.40,T. Williams RB - BAL ,15.40,-,-,-,-,80.30,Kessi,107.46
Kessi,3,K. Murray QB - ARI ,33.56,D. Henry RB - TEN ,7.70,D. Harris RB - NE ,9.70,T. McLaurin WR - WAS ,6.20,D. Metcalf WR - SEA ,12.00,D. Waller TE - LV ,16.50,C. Kupp WR - LA ,16.80,J. Tucker K - BAL ,9.00,Packers DEF ,-4.00,W. Fuller WR - MIA IR ,0.00,R. Tonyan TE - GB IR ,0.80,N. Fant TE - SEA ,6.20,T. Pollard RB - DAL ,4.30,T. Higgins WR - CIN ,11.80,M. Jones QB - NE ,15.24,-,-,-,-,107.46,Juschka,80.30
