Season,Week,Points.11,TE,BN.1,RB,Points.1,WR.1,K,BN.4,Points.14,Points.20,BN.13,BN.3,Opponent Total,Points.10,BN.10,Points.7,Points.18,Total,Points.5,WR,Rank,Points.8,BN.5,Points.16,BN.7,Points.17,Points.15,Points.21,Points.22,Owner,BN.9,RES.1,BN.11,Points.3,BN,Points,Points.13,BN.2,Points.12,Points.2,QB,Points.4,RES,Opponent,DEF,Points.9,BN.6,BN.8,Points.19,W/R,RB.1,BN.12,Points.6
2015,6,25.6,G. Barnidge TE - CLE ,T. Taylor QB - BUF ,M. Ingram RB - NO ,17.6,M. Wallace WR - MIN ,B. McManus K - DEN ,J. Matthews WR - PHI ,2.0,,,T. Austin WR - STL ,100.64,0.0,,14.0,,127.18,15.9,S. Smith WR - BAL ,8,2.0,B. Sankey RB - TEN ,,,,,,,Juschka,,,,19.7,R. Mathews RB - PHI ,16.68,3.9,C. Ivory RB - NYJ ,0.0,27.6,D. Brees QB - NO ,2.3,,Benni,Lions DEF ,4.6,,,,M. Lynch RB - SEA ,D. Freeman RB - ATL ,,11.4
2015,6,19.1,T. Eifert TE - CIN ,A. Dalton QB - CIN ,A. Ellington RB - ARI ,5.4,J. Jones WR - ATL ,M. Bryant K - ATL ,T. Gurley RB - STL ,8.0,,,J. Hill RB - CIN ,119.58,21.52,,3.0,,100.88,9.0,E. Sanders WR - DEN ,1,17.0,Vikings DEF ,,,,,,,Kessi,,,,16.9,E. Decker WR - NYJ ,22.48,0.0,G. Olsen TE - CAR ,12.9,8.8,T. Brady QB - NE ,9.3,,Tommy,Broncos DEF ,9.9,,,,J. Jones WR - GB ,L. Bell RB - PIT ,,9.0
2015,7,0.0,L. Green TE - LAC ,A. Gates TE - LAC ,L. McCoy RB - BUF ,10.4,O. Beckham WR - NYG ,J. Tucker K - BAL ,D. Moncrief WR - IND ,0.0,,,M. Bryant WR - PIT ,117.3,0.0,,4.0,,77.9,14.5,D. Hopkins WR - HOU ,6,10.0,Packers DEF ,,,,,,,Benni,,,,5.0,D. Lewis RB - NE ,19.2,9.4,R. Hillman RB - DEN ,11.8,2.4,C. Palmer QB - ARI ,3.5,,Kessi,Bills DEF ,0.0,,,,K. Allen WR - LAC ,J. Randle RB ,,8.9
2015,7,5.5,T. Kelce TE - KC ,D. Thomas WR - DEN ,M. Ingram RB - NO ,20.8,T. Hilton WR - IND ,S. Gostkowski K - NE ,L. Miller RB - MIA ,7.0,,,B. Roethlisberger QB - PIT ,86.9,0.0,,12.0,,140.74,7.3,A. Brown WR - PIT ,2,25.0,Eagles DEF ,,,,,,,Erik,,,,13.0,J. Edelman WR - NE ,9.74,35.6,D. Walker TE - TEN ,0.0,11.3,M. Ryan QB - ATL ,27.0,,Juschka,Rams DEF ,5.4,,,,L. Murray RB - LV ,C. Ivory RB - NYJ ,,14.6
2015,7,0.0,R. Gronkowski TE - NE ,R. Tannehill QB - MIA ,J. Forsett RB - BAL ,10.4,M. Floyd WR - ARI ,D. Carpenter K - BUF ,M. Gordon RB - LAC ,0.0,,,A. Abdullah RB - DET ,101.02,27.58,,11.0,,112.04,16.8,J. Maclin WR - KC ,4,8.0,M. Crosby K - GB ,,,,,,,Ritz,,,,0.0,R. Cobb WR - GB ,25.44,2.9,G. Bernard RB - CIN ,4.3,24.5,P. Rivers QB - LAC ,11.9,,Tommy,Panthers DEF ,0.0,,,,C. Hyde RB - SF ,A. Foster RB - HOU ,,4.0
2015,7,5.9,J. Graham TE - SEA ,D. McFadden RB - DAL ,R. Jennings RB - NYG ,1.9,L. Fitzgerald WR - ARI ,C. Catanzaro K - ARI ,E. Lacy RB - GB ,8.1,,,A. Rodgers QB - GB ,117.7,22.2,,8.0,,61.58,3.1,B. Marshall WR - NYJ ,5,2.0,B. Cooks WR - NO ,,,,,,,Marv,,,,6.7,C. Johnson RB - ARI ,13.88,0.0,B. Watson TE - NO ,0.0,7.5,C. Newton QB - CAR ,3.9,,Simi,Jets DEF ,18.2,,,,C. Johnson WR - DET ,F. Gore RB - IND ,,14.6
2015,7,0.0,J. Witten TE - DAL ,M. Bennett TE - CHI ,D. Woodhead RB - LAC ,22.1,A. Cooper WR - LV ,J. Brown K - NYG ,D. Johnson RB - ARI ,4.0,,,D. Green-Beckham WR - TEN ,61.58,0.0,,9.0,,117.7,7.3,T. Benjamin WR - CLE ,3,13.0,Patriots DEF ,,,,,,,Simi,,,,2.7,M. Forte RB - CHI ,11.4,2.4,A. Green WR - CIN ,0.0,17.1,R. Wilson QB - SEA ,19.3,,Marv,Seahawks DEF ,0.0,,,,A. Robinson WR - JAC ,D. Martin RB - TB ,,15.8
2015,7,0.0,C. Clay TE - BUF ,D. Bryant WR - DAL ,D. Murray RB - PHI ,7.0,J. Brown WR - ARI ,S. Hauschka K - SEA ,S. Watkins WR - BUF ,18.4,,,A. Jeffery WR - CHI ,112.04,0.0,,8.0,,101.02,2.6,M. Evans WR - TB ,7,8.0,T. Yeldon RB - JAC ,,,,,,,Tommy,,,,22.4,D. Jackson WR - WAS ,24.02,0.0,A. Dalton QB - CIN ,0.0,11.0,A. Luck QB - IND ,12.5,,Ritz,Cardinals DEF ,0.0,,,,P. Garcon WR - WAS ,A. Peterson RB - MIN ,,5.5
2015,7,6.4,G. Barnidge TE - CLE ,J. Thomas TE - JAC ,L. Blount RB - NE ,-0.3,A. Hurns WR - JAC ,T. Coons K - CLE ,J. Landry WR - MIA ,0.0,,,B. Bortles QB - JAC ,140.74,0.4,,6.0,,86.9,10.1,S. Smith WR - BAL ,8,9.0,B. McManus K - DEN ,,,,,,,Juschka,,,,7.8,J. Stewart RB - CAR ,11.8,20.8,T. Austin WR - STL ,12.98,13.0,D. Brees QB - NO ,11.3,,Erik,Falcons DEF ,12.5,,,,M. Lynch RB - SEA ,D. Freeman RB - ATL ,,18.2
2015,7,4.9,G. Olsen TE - CAR ,J. Jones WR - GB ,L. Bell RB - PIT ,13.7,J. Jones WR - ATL ,M. Bryant K - ATL ,J. Hill RB - CIN ,0.0,,,T. Eifert TE - CIN ,77.9,0.0,,4.0,,117.3,6.5,E. Decker WR - NYJ ,1,8.0,Broncos DEF ,,,,,,,Kessi,,,,9.4,E. Sanders WR - DEN ,29.7,0.0,A. Ellington RB - ARI ,0.0,28.3,T. Brady QB - NE ,15.2,,Benni,Vikings DEF ,0.0,,,,B. LaFell WR - NE ,T. Gurley RB - STL ,,2.5
2015,8,1.0,A. Gates TE - LAC ,T. Taylor QB - BUF ,C. Johnson RB - ARI ,6.9,O. Beckham WR - NYG ,J. Tucker K - BAL ,R. Hillman RB - DEN ,18.2,,,M. Jones WR - CIN ,107.88,0.0,,17.0,,134.16,5.6,D. Hopkins WR - HOU ,7,2.0,C. West RB - KC ,,,,,,,Benni,,,,15.4,L. McCoy RB - BUF ,29.56,17.5,L. Green TE - LAC ,1.4,17.2,C. Palmer QB - ARI ,31.0,,Erik,Packers DEF ,0.0,,,,K. Allen WR - LAC ,D. Lewis RB - NE ,,9.5
2015,8,1.5,T. Kelce TE - KC ,B. Roethlisberger QB - PIT ,M. Ingram RB - NO ,11.9,A. Brown WR - PIT ,S. Gostkowski K - NE ,L. Murray RB - LV ,15.0,,,J. Reed TE - WAS ,134.16,8.48,,12.0,,107.88,10.9,D. Thomas WR - DEN ,2,12.0,Patriots DEF ,,,,,,,Erik,,,,16.8,J. Edelman WR - NE ,20.08,11.9,T. Hilton WR - IND ,0.0,4.1,M. Ryan QB - ATL ,10.7,,Benni,Rams DEF ,20.1,,,,L. Miller RB - MIA ,C. Ivory RB - NYJ ,,9.4
2015,8,7.9,R. Gronkowski TE - NE ,M. Floyd WR - ARI ,J. Forsett RB - BAL ,7.4,R. Cobb WR - GB ,M. Crosby K - GB ,C. Hyde RB - SF ,6.1,,,D. Adams WR - GB ,100.24,16.6,,6.0,,81.64,17.3,J. Maclin WR - KC ,4,10.0,M. Gordon RB - LAC ,,,,,,,Ritz,,,,9.5,D. Amendola WR - NE ,24.04,0.0,R. Tannehill QB - MIA ,0.8,3.4,P. Rivers QB - LAC ,3.7,,Kessi,Panthers DEF ,1.1,,,,A. Abdullah RB - DET ,G. Bernard RB - CIN ,,0.3
2015,8,20.7,J. Graham TE - SEA ,C. Newton QB - CAR ,F. Gore RB - IND ,9.2,L. Fitzgerald WR - ARI ,C. Catanzaro K - ARI ,M. Bryant WR - PIT ,7.2,,,B. Cooks WR - NO ,121.0,18.02,,10.0,,74.28,7.5,B. Marshall WR - NYJ ,6,-1.0,A. Blue RB - HOU ,,,,,,,Marv,,,,10.8,D. McFadden RB - DAL ,6.18,4.9,B. Watson TE - NO ,20.5,10.7,A. Rodgers QB - GB ,12.4,,Juschka,Jets DEF ,11.3,,,,C. Johnson WR - DET ,E. Lacy RB - GB ,,8.5
2015,8,0.0,M. Bennett TE - CHI ,T. Benjamin WR - CLE ,M. Forte RB - CHI ,6.9,A. Cooper WR - LV ,J. Brown K - NYG ,D. Johnson RB - ARI ,0.0,,,D. Green-Beckham WR - TEN ,70.34,2.6,,7.0,,70.6,3.2,A. Green WR - CIN ,3,5.0,Eagles DEF ,,,,,,,Simi,,,,17.8,J. Witten TE - DAL ,13.6,4.8,A. Robinson WR - JAC ,1.2,7.8,R. Wilson QB - SEA ,4.8,,Tommy,Seahawks DEF ,1.6,,,,D. Woodhead RB - LAC ,D. Martin RB - TB ,,4.5
2015,8,9.64,L. Donnell TE - NYG ,C. Clay TE - BUF ,A. Peterson RB - MIN ,10.9,M. Evans WR - TB ,S. Hauschka K - SEA ,S. Watkins WR - BUF ,0.0,,,D. Murray RB - PHI ,70.6,0.0,,7.0,,70.34,2.2,A. Jeffery WR - CHI ,8,6.0,T. Yeldon RB - JAC ,,,,,,,Tommy,,,,17.6,D. Bryant WR - DAL ,14.74,0.0,A. Dalton QB - CIN ,0.0,7.1,A. Luck QB - IND ,4.8,,Simi,Cardinals DEF ,1.2,,,,J. Brown WR - ARI ,D. Johnson RB - CLE ,,0.0
2015,8,21.9,G. Barnidge TE - CLE ,J. Thomas TE - JAC ,L. Blount RB - NE ,7.4,S. Diggs WR - MIN ,B. McManus K - DEN ,J. Landry WR - MIA ,0.0,,,B. Bortles QB - JAC ,74.28,0.0,,11.0,,121.0,11.3,S. Smith WR - BAL ,5,2.0,A. Hurns WR - JAC ,,,,,,,Juschka,,,,8.2,J. Stewart RB - CAR ,44.3,7.1,T. Austin WR - STL ,0.0,13.1,D. Brees QB - NO ,15.5,,Marv,Falcons DEF ,12.3,,,,M. Lynch RB - SEA ,D. Freeman RB - ATL ,,8.2
2015,8,13.9,T. Eifert TE - CIN ,B. LaFell WR - NE ,L. Bell RB - PIT ,5.8,J. Jones WR - GB ,M. Bryant K - ATL ,A. Ellington RB - ARI ,6.8,,,N. Washington WR - HOU ,81.64,4.7,,8.0,,100.24,3.9,J. Jones WR - ATL ,1,9.0,J. Hill RB - CIN ,,,,,,,Kessi,,,,20.2,E. Decker WR - NYJ ,30.34,0.0,G. Olsen TE - CAR ,13.4,20.6,T. Brady QB - NE ,0.2,,Ritz,Broncos DEF ,12.0,,,,E. Sanders WR - DEN ,T. Gurley RB - STL ,,2.2
2015,9,0.1,A. Gates TE - LAC ,C. Palmer QB - ARI ,L. McCoy RB - BUF ,17.9,O. Beckham WR - NYG ,J. Lambo K - LAC ,C. West RB - KC ,0.0,,,D. Hopkins WR - HOU ,108.2,0.0,,7.0,,113.54,6.9,S. Johnson WR - LAC ,4,7.0,J. Tucker K - BAL ,,,,,,,Benni,,,,6.8,C. Johnson RB - ARI ,15.64,0.0,R. Hillman RB - DEN ,0.0,5.3,T. Taylor QB - BUF ,10.5,,Ritz,Bengals DEF ,0.0,,,,D. Williams RB - PIT ,D. Lewis RB - NE ,,36.5
2015,9,26.1,J. Reed TE - WAS ,T. Hilton WR - IND ,M. Ingram RB - NO ,9.6,A. Brown WR - PIT ,S. Gostkowski K - NE ,L. Murray RB - LV ,9.0,,,T. Kelce TE - KC ,104.76,8.2,,9.0,,105.62,7.8,D. Thomas WR - DEN ,2,3.0,Patriots DEF ,,,,,,,Erik,,,,5.0,B. Roethlisberger QB - PIT ,16.32,7.5,L. Miller RB - MIA ,0.0,16.8,M. Ryan QB - ATL ,28.6,,Marv,Rams DEF ,21.36,,,,J. Edelman WR - NE ,C. Ivory RB - NYJ ,,9.5
2015,9,0.0,R. Gronkowski TE - NE ,J. Maclin WR - KC ,G. Bernard RB - CIN ,8.6,R. Cobb WR - GB ,D. Carpenter K - BUF ,C. Hyde RB - SF ,5.6,,,D. Adams WR - GB ,113.54,0.0,,7.0,,108.2,4.7,M. Crabtree WR - LV ,5,8.0,M. Gordon RB - LAC ,,,,,,,Ritz,,,,22.8,J. Forsett RB - BAL ,15.2,0.0,M. Floyd WR - ARI ,11.3,22.2,P. Rivers QB - LAC ,15.9,,Benni,Panthers DEF ,0.0,,,,C. Anderson RB - DEN ,J. Langford RB - CHI ,,3.8
2015,9,0.0,B. Watson TE - NO ,C. Newton QB - CAR ,D. McFadden RB - DAL ,12.2,M. Bryant WR - PIT ,D. Bailey K - DAL ,F. Gore RB - IND ,0.0,,,L. Fitzgerald WR - ARI ,105.62,33.58,,9.0,,104.76,6.0,B. Cooks WR - NO ,7,13.0,A. Blue RB - HOU ,,,,,,,Marv,,,,13.1,J. Graham TE - SEA ,32.96,16.2,C. Johnson WR - DET ,0.0,-1.0,A. Rodgers QB - GB ,9.1,,Erik,Giants DEF ,0.0,,,,B. Marshall WR - NYJ ,E. Lacy RB - GB ,,10.4
2015,9,2.2,M. Bennett TE - CHI ,J. Witten TE - DAL ,D. Woodhead RB - LAC ,17.1,A. Cooper WR - LV ,J. Brown K - NYG ,D. Green-Beckham WR - TEN ,0.0,,,R. Wilson QB - SEA ,114.66,4.3,,16.0,,103.72,11.7,A. Green WR - CIN ,3,12.0,Seahawks DEF ,,,,,,,Simi,,,,5.3,M. Forte RB - CHI ,12.42,7.7,T. Benjamin WR - CLE ,0.0,2.3,E. Manning QB - NYG ,14.8,,Kessi,Eagles DEF ,0.0,,,,A. Robinson WR - JAC ,D. Martin RB - TB ,,12.1
2015,9,0.0,C. Clay TE - BUF ,S. Watkins WR - BUF ,D. Murray RB - PHI ,22.1,M. Evans WR - TB ,A. Vinatieri K - IND ,S. Hauschka K - SEA ,0.0,,,T. Yeldon RB - JAC ,110.14,22.8,,11.0,,127.36,0.6,A. Jeffery WR - CHI ,6,7.0,Cardinals DEF ,,,,,,,Tommy,,,,15.1,A. Luck QB - IND ,21.86,0.0,J. Brown WR - ARI ,10.1,20.3,A. Dalton QB - CIN ,13.0,,Juschka,Bills DEF ,21.48,,,,D. Bryant WR - DAL ,A. Peterson RB - MIN ,,16.4
2015,9,0.0,G. Barnidge TE - CLE ,J. Thomas TE - JAC ,L. Blount RB - NE ,18.9,A. Hurns WR - JAC ,B. McManus K - DEN ,B. Bortles QB - JAC ,9.5,,,T. Austin WR - STL ,127.36,1.4,,6.0,,110.14,3.5,J. Landry WR - MIA ,8,5.0,W. Snead WR - NO ,,,,,,,Juschka,,,,9.06,J. Stewart RB - CAR ,31.38,20.44,M. Lynch RB - SEA ,8.1,13.9,D. Brees QB - NO ,18.2,,Tommy,Falcons DEF ,6.8,,,,S. Diggs WR - MIN ,D. Freeman RB - ATL ,,4.2
2015,9,10.2,T. Eifert TE - CIN ,E. Decker WR - NYJ ,J. Hill RB - CIN ,5.2,J. Jones WR - ATL ,M. Bryant K - ATL ,N. Washington WR - HOU ,0.0,,,G. Olsen TE - CAR ,103.72,13.9,,10.0,,114.66,23.3,E. Sanders WR - DEN ,1,7.0,L. Bell RB - PIT ,,,,,,,Kessi,,,,15.0,C. Spiller RB - NO ,17.86,0.0,B. LaFell WR - NE ,12.6,16.9,T. Brady QB - NE ,13.7,,Simi,Broncos DEF ,1.0,,,,J. Jones WR - GB ,T. Gurley RB - STL ,,5.7
2015,10,20.32,D. Walker TE - TEN ,S. Johnson WR - LAC ,L. McCoy RB - BUF ,15.9,O. Beckham WR - NYG ,J. Tucker K - BAL ,R. Hillman RB - DEN ,2.1,,,A. Gates TE - LAC ,91.12,0.0,,2.0,,106.48,5.2,D. Hopkins WR - HOU ,3,3.0,J. Matthews WR - PHI ,,,,,,,Benni,,,,11.7,C. Johnson RB - ARI ,17.28,11.1,C. Palmer QB - ARI ,0.0,6.9,D. Carr QB - LV ,16.4,,Marv,Packers DEF ,5.8,,,,C. West RB - KC ,D. Williams RB - PIT ,,28.1
2015,10,0.0,J. Reed TE - WAS ,B. Roethlisberger QB - PIT ,M. Ingram RB - NO ,9.8,A. Brown WR - PIT ,S. Gostkowski K - NE ,T. Kelce TE - KC ,7.0,,,L. Miller RB - MIA ,97.08,26.96,,11.0,,105.52,14.9,D. Thomas WR - DEN ,2,2.0,Eagles DEF ,,,,,,,Erik,,,,7.1,M. Forte RB - CHI ,16.02,3.6,T. Hilton WR - IND ,15.3,11.5,B. Bortles QB - JAC ,27.9,,Tommy,Rams DEF ,0.0,,,,J. Edelman WR - NE ,C. Ivory RB - NYJ ,,5.3
2015,10,0.0,R. Gronkowski TE - NE ,J. Maclin WR - KC ,J. Forsett RB - BAL ,6.4,D. Adams WR - GB ,D. Carpenter K - BUF ,C. Hyde RB - SF ,1.1,,,M. Floyd WR - ARI ,87.3,1.7,,10.0,,110.18,17.3,R. Cobb WR - GB ,4,9.0,J. White RB - NE ,,,,,,,Ritz,,,,5.0,M. Crabtree WR - LV ,16.48,0.0,P. Rivers QB - LAC ,23.3,7.9,R. Tannehill QB - MIA ,7.9,,Simi,Panthers DEF ,5.5,,,,J. Langford RB - CHI ,G. Bernard RB - CIN ,,30.2
2015,10,13.0,B. Watson TE - NO ,C. Newton QB - CAR ,D. McFadden RB - DAL ,5.8,B. Cooks WR - NO ,D. Bailey K - DAL ,E. Lacy RB - GB ,21.8,,,F. Gore RB - IND ,106.48,20.98,,8.0,,91.12,1.9,C. Johnson WR - DET ,7,4.0,M. Bryant WR - PIT ,,,,,,,Marv,,,,8.1,J. Graham TE - SEA ,22.12,0.0,L. Fitzgerald WR - ARI ,0.0,10.0,A. Rodgers QB - GB ,22.9,,Benni,Jets DEF ,4.1,,,,B. Marshall WR - NYJ ,R. Mathews RB - PHI ,,8.3
2015,10,21.44,M. Bennett TE - CHI ,J. Witten TE - DAL ,D. Martin RB - TB ,10.3,A. Cooper WR - LV ,J. Brown K - NYG ,D. Green-Beckham WR - TEN ,5.0,,,T. Benjamin WR - CLE ,110.18,4.2,,16.0,,87.3,1.8,A. Green WR - CIN ,5,11.0,Patriots DEF ,,,,,,,Simi,,,,4.7,D. Woodhead RB - LAC ,16.8,0.0,E. Manning QB - NYG ,10.6,7.7,R. Wilson QB - SEA ,7.9,,Ritz,Seahawks DEF ,0.0,,,,A. Robinson WR - JAC ,L. Murray RB - LV ,,11.1
2015,10,0.0,C. Clay TE - BUF ,S. Watkins WR - BUF ,D. Murray RB - PHI ,11.9,M. Evans WR - TB ,S. Hauschka K - SEA ,A. Vinatieri K - IND ,6.0,,,T. Yeldon RB - JAC ,105.52,1.4,,8.0,,97.08,5.2,A. Jeffery WR - CHI ,8,16.0,Cardinals DEF ,,,,,,,Tommy,,,,2.3,A. Luck QB - IND ,8.98,0.0,J. Brown WR - ARI ,6.7,27.6,A. Dalton QB - CIN ,12.6,,Erik,Bills DEF ,0.0,,,,D. Bryant WR - DAL ,A. Peterson RB - MIN ,,4.5
2015,10,2.3,G. Barnidge TE - CLE ,J. Stewart RB - CAR ,L. Blount RB - NE ,13.7,S. Diggs WR - MIN ,B. McManus K - DEN ,W. Snead WR - NO ,11.0,,,D. Freeman RB - ATL ,76.46,15.1,,1.0,,96.16,12.5,A. Hurns WR - JAC ,6,16.0,K. Williams RB - BUF ,,,,,,,Juschka,,,,12.2,M. Ryan QB - ATL ,12.36,0.0,J. Thomas TE - JAC ,0.0,11.0,D. Brees QB - NO ,5.6,,Kessi,Steelers DEF ,0.0,,,,J. Landry WR - MIA ,M. Lynch RB - SEA ,,11.8
2015,10,3.2,T. Eifert TE - CIN ,G. Olsen TE - CAR ,J. Starks RB - GB ,9.6,E. Sanders WR - DEN ,G. Gano K - CAR ,L. Bell RB - PIT ,2.0,,,J. Jones WR - GB ,96.16,8.0,,9.0,,76.46,2.6,E. Decker WR - NYJ ,1,1.0,J. Hill RB - CIN ,,,,,,,Kessi,,,,14.5,J. Jones WR - ATL ,18.26,0.0,N. Washington WR - HOU ,0.0,14.9,T. Brady QB - NE ,0.0,,Juschka,Broncos DEF ,0.0,,,,B. LaFell WR - NE ,T. Gurley RB - STL ,,6.6
2015,11,13.28,D. Walker TE - TEN ,A. Gates TE - LAC ,L. McCoy RB - BUF ,18.3,D. Hopkins WR - HOU ,J. Tucker K - BAL ,O. Beckham WR - NYG ,8.0,,,R. Hillman RB - DEN ,87.7,0.6,,10.0,,125.88,10.9,S. Johnson WR - LAC ,3,20.0,Texans DEF ,,,,,,,Benni,,,,5.4,D. Williams RB - PIT ,24.58,0.0,T. Romo QB - DAL ,10.4,6.4,C. Palmer QB - ARI ,23.8,,Simi,Chiefs DEF ,0.0,,,,C. Johnson RB - ARI ,C. West RB - KC ,,6.5
2015,11,0.0,J. Reed TE - WAS ,M. Ingram RB - NO ,C. Ivory RB - NYJ ,4.5,T. Austin WR - STL ,S. Gostkowski K - NE ,T. Hilton WR - IND ,4.6,,,A. Brown WR - PIT ,110.28,0.0,,8.0,,78.84,2.6,D. Thomas WR - DEN ,2,6.0,T. Kelce TE - KC ,,,,,,,Erik,,,,11.9,M. Ryan QB - ATL ,31.44,2.1,B. Roethlisberger QB - PIT ,0.0,5.5,C. Newton QB - CAR ,0.1,,Kessi,Rams DEF ,17.9,,,,L. Murray RB - LV ,L. Miller RB - MIA ,,8.8
2015,11,0.0,R. Gronkowski TE - NE ,J. Maclin WR - KC ,J. Forsett RB - BAL ,2.6,D. Adams WR - GB ,D. Carpenter K - BUF ,C. Hyde RB - SF ,16.6,,,R. Tannehill QB - MIA ,49.78,2.9,,9.0,,74.02,3.7,R. Cobb WR - GB ,4,16.0,J. White RB - NE ,,,,,,,Ritz,,,,8.4,M. Crabtree WR - LV ,5.92,0.0,M. Floyd WR - ARI ,14.82,14.6,P. Rivers QB - LAC ,3.6,,Juschka,Panthers DEF ,5.0,,,,J. Langford RB - CHI ,G. Bernard RB - CIN ,,10.2
2015,11,10.6,J. Graham TE - SEA ,B. Watson TE - NO ,D. McFadden RB - DAL ,14.9,L. Fitzgerald WR - ARI ,D. Bailey K - DAL ,M. Bryant WR - PIT ,-1.0,,,B. Cooks WR - NO ,85.1,0.0,,6.0,,81.38,3.9,C. Johnson WR - DET ,8,3.0,Eagles DEF ,,,,,,,Marv,,,,8.8,R. Mathews RB - PHI ,19.08,0.0,E. Lacy RB - GB ,0.0,6.0,A. Rodgers QB - GB ,9.0,,Tommy,Jets DEF ,0.0,,,,B. Marshall WR - NYJ ,F. Gore RB - IND ,,10.7
2015,11,0.0,M. Bennett TE - CHI ,J. Witten TE - DAL ,D. Woodhead RB - LAC ,1.6,A. Cooper WR - LV ,C. Santos K - KC ,D. Green-Beckham WR - TEN ,0.0,,,T. Benjamin WR - CLE ,125.88,2.7,,9.0,,87.7,2.6,A. Green WR - CIN ,5,6.0,J. Brown K - NYG ,,,,,,,Simi,,,,7.9,M. Forte RB - CHI ,25.4,4.0,E. Manning QB - NYG ,0.0,23.5,R. Wilson QB - SEA ,0.4,,Benni,Seahawks DEF ,0.0,,,,A. Robinson WR - JAC ,D. Martin RB - TB ,,11.3
2015,11,3.9,C. Clay TE - BUF ,A. Jeffery WR - CHI ,D. Murray RB - PHI ,7.1,M. Evans WR - TB ,S. Hauschka K - SEA ,J. Brown WR - ARI ,4.0,,,D. Carr QB - LV ,81.38,0.0,,5.0,,85.1,1.4,D. Bryant WR - DAL ,6,5.0,Bills DEF ,,,,,,,Tommy,,,,10.5,A. Luck QB - IND ,22.0,11.2,S. Watkins WR - BUF ,7.56,10.1,A. Dalton QB - CIN ,12.3,,Marv,Cardinals DEF ,0.0,,,,D. Amendola WR - NE ,A. Peterson RB - MIN ,,11.7
2015,11,0.0,R. Rodgers TE - GB ,G. Barnidge TE - CLE ,L. Blount RB - NE ,6.1,A. Hurns WR - JAC ,B. McManus K - DEN ,W. Snead WR - NO ,1.1,,,D. Brees QB - NO ,74.02,0.0,,5.0,,49.78,0.7,J. Landry WR - MIA ,7,8.0,K. Williams RB - BUF ,,,,,,,Juschka,,,,6.6,J. Stewart RB - CAR ,10.58,0.0,M. Lynch RB - SEA ,0.0,4.3,B. Bortles QB - JAC ,1.9,,Ritz,Patriots DEF ,17.4,,,,S. Diggs WR - MIN ,D. Freeman RB - ATL ,,6.6
2015,11,6.6,T. Eifert TE - CIN ,E. Decker WR - NYJ ,J. Hill RB - CIN ,16.5,J. Jones WR - ATL ,G. Gano K - CAR ,N. Washington WR - HOU ,0.0,,,G. Olsen TE - CAR ,78.84,8.1,,14.0,,110.28,14.2,E. Sanders WR - DEN ,1,7.0,L. Bell RB - PIT ,,,,,,,Kessi,,,,0.0,J. Starks RB - GB ,13.08,1.3,B. LaFell WR - NE ,11.4,10.6,T. Brady QB - NE ,16.0,,Erik,Broncos DEF ,4.4,,,,J. Jones WR - GB ,T. Gurley RB - STL ,,18.9
2015,12,11.9,D. Walker TE - TEN ,A. Gates TE - LAC ,L. McCoy RB - BUF ,14.1,O. Beckham WR - NYG ,M. Crosby K - GB ,T. Coleman RB - ATL ,6.00,,,C. West RB - KC ,96.92,17.3,,9.0,,97.84,9.1,D. Hopkins WR - HOU ,3,5.0,C. Barth K - TB ,,,,,,,Benni,,,,3.6,S. Johnson WR - LAC ,17.44,9.0,R. Hillman RB - DEN ,0.0,17.7,C. Palmer QB - ARI ,20.2,,Tommy,Chiefs DEF ,15.2,,,,C. Johnson RB - ARI ,D. Williams RB - PIT ,,1.7
2015,12,14.0,J. Reed TE - WAS ,B. Roethlisberger QB - PIT ,M. Ingram RB - NO ,9.7,A. Brown WR - PIT ,S. Gostkowski K - NE ,S. Ware RB - KC ,12.90,,,T. Hilton WR - IND ,109.9,22.04,,6.0,,71.52,9.8,D. Thomas WR - DEN ,4,2.0,T. Kelce TE - KC ,,,,,,,Erik,,,,3.6,D. Jackson WR - WAS ,17.82,17.5,K. Aiken WR - BAL ,21.5,16.2,C. Newton QB - CAR ,5.1,,Ritz,Rams DEF ,12.6,,,,L. Miller RB - MIA ,C. Ivory RB - NYJ ,,1.3
2015,12,22.04,R. Gronkowski TE - NE ,J. Maclin WR - KC ,G. Bernard RB - CIN ,6.7,M. Floyd WR - ARI ,D. Carpenter K - BUF ,C. Hyde RB - SF ,-,,,D. Adams WR - GB ,71.52,22.0,,4.0,,109.9,14.8,R. Cobb WR - GB ,2,21.0,-,,,,,,,Ritz,,,,7.4,M. Crabtree WR - LV ,28.9,0.0,R. Tannehill QB - MIA ,1.4,11.3,P. Rivers QB - LAC ,1.4,,Erik,Panthers DEF ,7.9,,,,J. Allen RB - BAL ,J. Langford RB - CHI ,,14.4
2015,12,17.9,B. Watson TE - NO ,F. Gore RB - IND ,D. McFadden RB - DAL ,7.6,B. Cooks WR - NO ,C. Catanzaro K - ARI ,J. Brown WR - ARI ,0.00,,,L. Murray RB - LV ,77.4,3.7,,7.0,,74.68,5.3,L. Fitzgerald WR - ARI ,8,-2.0,Bills DEF ,,,,,,,Marv,,,,6.6,C. Johnson WR - DET ,13.38,9.9,E. Lacy RB - GB ,8.2,8.2,A. Rodgers QB - GB ,3.5,,Kessi,Eagles DEF ,27.3,,,,B. Marshall WR - NYJ ,T. Yeldon RB - JAC ,,25.1
