season,week,team,opponent,points_for,points_against,rank,is_playoff,matchup_key,week_team_count,week_rank,is_week_high,is_week_low,is_top_tier,is_bottom_tier,is_top_half,is_bottom_half,all_play_wins,all_play_losses,all_play_win_pct,margin,abs_margin,is_win,is_loss,is_tie,points_share,opp_points_share,is_blowout_win,is_blowout_loss,is_narrow_win,is_narrow_loss
2015,8,Kessi,Ritz,100.24,81.64,1,False,2015-8-kessi__vs__ritz,8,4,False,False,False,False,True,False,4.0,3.0,0.5714285714285714,18.599999999999994,18.599999999999994,True,False,False,0.5511326149109302,0.4488673850890697,False,False,False,False
2015,9,Benni,Ritz,113.54,108.2,4,False,2015-9-benni__vs__ritz,8,3,False,False,True,False,True,False,5.0,2.0,0.7142857142857143,5.340000000000003,5.340000000000003,True,False,False,0.5120411292504735,0.4879588707495265,False,False,False,False
2015,9,Erik,Marv,105.62,104.76,2,False,2015-9-erik__vs__marv,8,6,False,False,False,True,False,True,2.0,5.0,0.2857142857142857,0.8599999999999994,0.8599999999999994,True,False,False,0.5020439205247648,0.49795607947523535,False,False,True,False
2015,9,Ritz,Benni,108.2,113.54,5,False,2015-9-benni__vs__ritz,8,5,False,False,False,False,False,True,3.0,4.0,0.42857142857142855,-5.340000000000003,5.340000000000003,False,True,False,0.4879588707495265,0.5120411292504735,False,False,False,False
2015,9,Marv,Erik,104.76,105.62,7,False,2015-9-erik__vs__marv,8,7,False,False,False,True,False,True,1.0,6.0,0.14285714285714285,-0.8599999999999994,0.8599999999999994,False,True,False,0.49795607947523535,0.5020439205247648,False,False,False,True
2015,9,Simi,Kessi,103.72,114.66,3,False,2015-9-kessi__vs__simi,8,8,False,True,False,True,False,True,0.0,7.0,0.0,-10.939999999999998,10.939999999999998,False,True,False,0.47495191867387127,0.5250480813261288,False,False,False,False
2015,9,Tommy,Juschka,127.36,110.14,6,False,2015-9-juschka__vs__tommy,8,1,True,False,True,False,True,False,7.0,0.0,1.0,17.22,17.22,True,False,False,0.5362526315789473,0.46374736842105263,False,False,False,False
2015,9,Juschka,Tommy,110.14,127.36,8,False,2015-9-juschka__vs__tommy,8,4,False,False,False,False,True,False,4.0,3.0,0.5714285714285714,-17.22,17.22,False,True,False,0.46374736842105263,0.5362526315789473,False,False,False,False
2015,9,Kessi,Simi,114.66,103.72,1,False,2015-9-kessi__vs__simi,8,2,False,False,True,False,True,False,6.0,1.0,0.8571428571428571,10.939999999999998,10.939999999999998,True,False,False,0.5250480813261288,0.47495191867387127,False,False,False,False
2015,10,Benni,Marv,106.48,91.12,3,False,2015-10-benni__vs__marv,8,2,False,False,True,False,True,False,6.0,1.0,0.8571428571428571,15.36,15.36,True,False,False,0.5388663967611336,0.4611336032388664,False,False,False,False
2015,10,Erik,Tommy,105.52,97.08,2,False,2015-10-erik__vs__tommy,8,3,False,False,True,False,True,False,5.0,2.0,0.7142857142857143,8.439999999999998,8.439999999999998,True,False,False,0.5208292201382033,0.4791707798617966,False,False,False,False
2015,10,Ritz,Simi,110.18,87.3,4,False,2015-10-ritz__vs__simi,8,1,True,False,True,False,True,False,7.0,0.0,1.0,22.88000000000001,22.88000000000001,True,False,False,0.5579299169536155,0.4420700830463844,False,False,False,False
2015,10,Marv,Benni,91.12,106.48,7,False,2015-10-benni__vs__marv,8,6,False,False,False,True,False,True,2.0,5.0,0.2857142857142857,-15.36,15.36,False,True,False,0.4611336032388664,0.5388663967611336,False,False,False,False
2015,10,Simi,Ritz,87.3,110.18,5,False,2015-10-ritz__vs__simi,8,7,False,False,False,True,False,True,1.0,6.0,0.14285714285714285,-22.88000000000001,22.88000000000001,False,True,False,0.4420700830463844,0.5579299169536155,False,False,False,False
2015,10,Tommy,Erik,97.08,105.52,8,False,2015-10-erik__vs__tommy,8,4,False,False,False,False,True,False,4.0,3.0,0.5714285714285714,-8.439999999999998,8.439999999999998,False,True,False,0.4791707798617966,0.5208292201382033,False,False,False,False
2015,10,Juschka,Kessi,96.16,76.46,6,False,2015-10-juschka__vs__kessi,8,5,False,False,False,False,False,True,3.0,4.0,0.42857142857142855,19.700000000000003,19.700000000000003,True,False,False,0.5570617541420461,0.4429382458579538,False,False,False,False
2015,10,Kessi,Juschka,76.46,96.16,1,False,2015-10-juschka__vs__kessi,8,8,False,True,False,True,False,True,0.0,7.0,0.0,-19.700000000000003,19.700000000000003,False,True,False,0.4429382458579538,0.5570617541420461,False,False,False,False
2015,11,Benni,Simi,125.88,87.7,3,False,2015-11-benni__vs__simi,8,1,True,False,True,False,True,False,7.0,0.0,1.0,38.17999999999999,38.17999999999999,True,False,False,0.5893810281861598,0.41061897181384027,True,False,False,False
2015,11,Erik,Kessi,78.84,110.28,2,False,2015-11-erik__vs__kessi,8,6,False,False,False,True,False,True,2.0,5.0,0.2857142857142857,-31.439999999999998,31.439999999999998,False,True,False,0.4168781725888325,0.5831218274111675,False,True,False,False
2015,11,Ritz,Juschka,74.02,49.78,4,False,2015-11-juschka__vs__ritz,8,7,False,False,False,True,False,True,1.0,6.0,0.14285714285714285,24.239999999999995,24.239999999999995,True,False,False,0.5978998384491114,0.40210016155088857,False,False,False,False
2015,11,Marv,Tommy,81.38,85.1,8,False,2015-11-marv__vs__tommy,8,5,False,False,False,False,False,True,3.0,4.0,0.42857142857142855,-3.719999999999999,3.719999999999999,False,True,False,0.48882748678519944,0.5111725132148006,False,False,False,True
2015,11,Simi,Benni,87.7,125.88,5,False,2015-11-benni__vs__simi,8,3,False,False,True,False,True,False,5.0,2.0,0.7142857142857143,-38.17999999999999,38.17999999999999,False,True,False,0.41061897181384027,0.5893810281861598,False,True,False,False
2015,11,Tommy,Marv,85.1,81.38,6,False,2015-11-marv__vs__tommy,8,4,False,False,False,False,True,False,4.0,3.0,0.5714285714285714,3.719999999999999,3.719999999999999,True,False,False,0.5111725132148006,0.48882748678519944,False,False,True,False
2015,11,Juschka,Ritz,49.78,74.02,7,False,2015-11-juschka__vs__ritz,8,8,False,True,False,True,False,True,0.0,7.0,0.0,-24.239999999999995,24.239999999999995,False,True,False,0.40210016155088857,0.5978998384491114,False,False,False,False
2015,11,Kessi,Erik,110.28,78.84,1,False,2015-11-erik__vs__kessi,8,2,False,False,True,False,True,False,6.0,1.0,0.8571428571428571,31.439999999999998,31.439999999999998,True,False,False,0.5831218274111675,0.4168781725888325,True,False,False,False
2015,12,Benni,Tommy,97.84,96.92,3,False,2015-12-benni__vs__tommy,8,3,False,False,True,False,True,False,5.0,2.0,0.7142857142857143,0.9200000000000017,0.9200000000000017,True,False,False,0.5023618812897926,0.49763811871020747,False,False,True,False
2015,12,Erik,Ritz,71.52,109.9,4,False,2015-12-erik__vs__ritz,8,7,False,False,False,True,False,True,1.0,6.0,0.14285714285714285,-38.38000000000001,38.38000000000001,False,True,False,0.3942233491346047,0.6057766508653952,False,True,False,False
2015,12,Ritz,Erik,109.9,71.52,2,False,2015-12-erik__vs__ritz,8,2,False,False,True,False,True,False,6.0,1.0,0.8571428571428571,38.38000000000001,38.38000000000001,True,False,False,0.6057766508653952,0.3942233491346047,True,False,False,False
2015,12,Marv,Kessi,74.68,77.4,8,False,2015-12-kessi__vs__marv,8,6,False,False,False,True,False,True,2.0,5.0,0.2857142857142857,-2.719999999999999,2.719999999999999,False,True,False,0.49105733824303,0.50894266175697,False,False,False,True
2015,12,Simi,Juschka,114.9,63.12,5,False,2015-12-juschka__vs__simi,8,1,True,False,True,False,True,False,7.0,0.0,1.0,51.78000000000001,51.78000000000001,True,False,False,0.6454330974047859,0.354566902595214,True,False,False,False
2015,12,Tommy,Benni,96.92,97.84,6,False,2015-12-benni__vs__tommy,8,4,False,False,False,False,True,False,4.0,3.0,0.5714285714285714,-0.9200000000000017,0.9200000000000017,False,True,False,0.49763811871020747,0.5023618812897926,False,False,False,True
2015,12,Juschka,Simi,63.12,114.9,7,False,2015-12-juschka__vs__simi,8,8,False,True,False,True,False,True,0.0,7.0,0.0,-51.78000000000001,51.78000000000001,False,True,False,0.354566902595214,0.6454330974047859,False,True,False,False
2015,12,Kessi,Marv,77.4,74.68,1,False,2015-12-kessi__vs__marv,8,5,False,False,False,False,False,True,3.0,4.0,0.42857142857142855,2.719999999999999,2.719999999999999,True,False,False,0.50894266175697,0.49105733824303,False,False,True,False
2015,13,Benni,Juschka,107.24,101.18,2,False,2015-13-benni__vs__juschka,8,3,False,False,True,False,True,False,5.0,2.0,0.7142857142857143,6.059999999999988,6.059999999999988,True,False,False,0.5145379522118798,0.48546204778812013,False,False,False,False
2015,13,Erik,Simi,110.54,154.16,5,False,2015-13-erik__vs__simi,8,2,False,False,True,False,True,False,6.0,1.0,0.8571428571428571,-43.61999999999999,43.61999999999999,False,True,False,0.41760483566301476,0.5823951643369852,False,True,False,False
2015,13,Ritz,Marv,86.04,97.22,3,False,2015-13-marv__vs__ritz,8,7,False,False,False,True,False,True,1.0,6.0,0.14285714285714285,-11.179999999999993,11.179999999999993,False,True,False,0.46949688966495695,0.5305031103350432,False,False,False,False
2015,13,Marv,Ritz,97.22,86.04,7,False,2015-13-marv__vs__ritz,8,5,False,False,False,False,False,True,3.0,4.0,0.42857142857142855,11.179999999999993,11.179999999999993,True,False,False,0.5305031103350432,0.46949688966495695,False,False,False,False
2015,13,Simi,Erik,154.16,110.54,4,False,2015-13-erik__vs__simi,8,1,True,False,True,False,True,False,7.0,0.0,1.0,43.61999999999999,43.61999999999999,True,False,False,0.5823951643369852,0.41760483566301476,True,False,False,False
2015,13,Tommy,Kessi,85.1,93.58,6,False,2015-13-kessi__vs__tommy,8,8,False,True,False,True,False,True,0.0,7.0,0.0,-8.480000000000004,8.480000000000004,False,True,False,0.4762704275800313,0.5237295724199686,False,False,False,False
2015,13,Juschka,Benni,101.18,107.24,8,False,2015-13-benni__vs__juschka,8,4,False,False,False,False,True,False,4.0,3.0,0.5714285714285714,-6.059999999999988,6.059999999999988,False,True,False,0.48546204778812013,0.5145379522118798,False,False,False,False
2015,13,Kessi,Tommy,93.58,85.1,1,False,2015-13-kessi__vs__tommy,8,6,False,False,False,True,False,True,2.0,5.0,0.2857142857142857,8.480000000000004,8.480000000000004,True,False,False,0.5237295724199686,0.4762704275800313,False,False,False,False
2015,14,Benni,Kessi,117.0,88.24,2,False,2015-14-benni__vs__kessi,8,1,True,False,True,False,True,False,7.0,0.0,1.0,28.760000000000005,28.760000000000005,True,False,False,0.5700643149483531,0.4299356850516468,False,False,False,False
2015,14,Erik,Juschka,96.3,89.48,5,False,2015-14-erik__vs__juschka,8,3,False,False,True,False,True,False,5.0,2.0,0.7142857142857143,6.819999999999993,6.819999999999993,True,False,False,0.5183550435999569,0.48164495640004307,False,False,False,False
2015,14,Ritz,Tommy,85.64,68.86,3,False,2015-14-ritz__vs__tommy,8,7,False,False,False,True,False,True,1.0,6.0,0.14285714285714285,16.78,16.78,True,False,False,0.5543042071197412,0.4456957928802589,False,False,False,False
2015,14,Marv,Simi,86.42,113.48,7,False,2015-14-marv__vs__simi,8,6,False,False,False,True,False,True,2.0,5.0,0.2857142857142857,-27.060000000000002,27.060000000000002,False,True,False,0.4323161580790395,0.5676838419209604,False,False,False,False
2015,14,Simi,Marv,113.48,86.42,4,False,2015-14-marv__vs__simi,8,2,False,False,True,False,True,False,6.0,1.0,0.8571428571428571,27.060000000000002,27.060000000000002,True,False,False,0.5676838419209604,0.4323161580790395,False,False,False,False
2015,14,Tommy,Ritz,68.86,85.64,6,False,2015-14-ritz__vs__tommy,8,8,False,True,False,True,False,True,0.0,7.0,0.0,-16.78,16.78,False,True,False,0.4456957928802589,0.5543042071197412,False,False,False,False
2015,14,Juschka,Erik,89.48,96.3,8,False,2015-14-erik__vs__juschka,8,4,False,False,False,False,True,False,4.0,3.0,0.5714285714285714,-6.819999999999993,6.819999999999993,False,True,False,0.48164495640004307,0.5183550435999569,False,False,False,False
2015,14,Kessi,Benni,88.24,117.0,1,False,2015-14-benni__vs__kessi,8,5,False,False,False,False,False,True,3.0,4.0,0.42857142857142855,-28.760000000000005,28.760000000000005,False,True,False,0.4299356850516468,0.5700643149483531,False,False,False,False
2015,15,Benni,Ritz,121.16,71.24,2,True,2015-15-benni__vs__ritz,8,2,False,False,True,False,True,False,6.0,1.0,0.8571428571428571,49.92,49.92,True,False,False,0.6297297297297297,0.37027027027027026,True,False,False,False
