category,achievement,description,team,season,week,opponent,value,scope,status
Matchup Achievements,The Dud Bowl,Matchup with the fewest combined points in the season.,Simi,2019.0,4.0,Tommy,122.2,,AWARDED
Matchup Achievements,The Snoozer,Participates in the matchup with the lowest combined score of the season.,Simi,2019.0,4.0,Tommy,122.2,,AWARDED
Matchup Achievements,The Dud Bowl,Matchup with the fewest combined points in the season.,Tommy,2019.0,4.0,Simi,122.2,,AWARDED
Matchup Achievements,The Snoozer,Participates in the matchup with the lowest combined score of the season.,Tommy,2019.0,4.0,Simi,122.2,,AWARDED
Matchup Achievements,Massacre,Records the biggest blowout win of the season.,Marv,2019.0,3.0,Simi,67.3,,AWARDED
Matchup Achievements,The Bye Week,Loses in the largest blowout of the season.,Simi,2019.0,3.0,Marv,-67.3,,AWARDED
Matchup Achievements,Thread the Needle,Records the narrowest margin of victory of the season.,Erik,2019.0,4.0,Kessi,0.8799999999999955,,AWARDED
Matchup Achievements,Heartbreaker,Loses the closest matchup of the season.,Kessi,2019.0,4.0,Erik,-0.8799999999999955,,AWARDED
Matchup Achievements,A Small Victory,Wins by less than 1.0 point.,Erik,2019.0,4.0,Kessi,0.8799999999999955,,AWARDED
Matchup Achievements,A Small Defeat,Loses by less than 1.0 point.,Kessi,2019.0,4.0,Erik,-0.8799999999999955,,AWARDED
Matchup Achievements,Perfectly Peaked,Beats the opponent who has the second-highest score of the week.,Erik,2019.0,7.0,Tommy,106.22,,AWARDED
Matchup Achievements,Perfectly Peaked,Beats the opponent who has the second-highest score of the week.,Marv,2019.0,9.0,Erik,148.64,,AWARDED
Matchup Achievements,Perfectly Peaked,Beats the opponent who has the second-highest score of the week.,Erik,2019.0,12.0,Tommy,134.16,,AWARDED
Matchup Achievements,True Lowlight,Posts the lowest weekly score and loses to the second-lowest scorer.,Simi,2019.0,4.0,Tommy,43.8,,AWARDED
Matchup Achievements,True Lowlight,Posts the lowest weekly score and loses to the second-lowest scorer.,Benni,2019.0,9.0,Tommy,74.64,,AWARDED
Matchup Achievements,True Lowlight,Posts the lowest weekly score and loses to the second-lowest scorer.,Ritz,2019.0,16.0,Juschka,69.7,,AWARDED
Matchup Achievements,Spoiled Goods,Has the second-highest weekly score but loses to the top scorer.,Tommy,2019.0,7.0,Erik,104.94,,AWARDED
Matchup Achievements,Spoiled Goods,Has the second-highest weekly score but loses to the top scorer.,Erik,2019.0,9.0,Marv,113.22,,AWARDED
Matchup Achievements,Spoiled Goods,Has the second-highest weekly score but loses to the top scorer.,Tommy,2019.0,12.0,Erik,112.96,,AWARDED
Matchup Achievements,The Undercard,Matchup where one team has the lowest points share of any game that season.,Benni,2019.0,11.0,Erik,0.3382168271243198,,AWARDED
Matchup Achievements,Bully,Beats the same opponent three or more times in one season.,Erik,2019.0,,Tommy,3.0,,AWARDED
Matchup Achievements,Bully,Beats the same opponent three or more times in one season.,Juschka,2019.0,,Ritz,3.0,,AWARDED
Matchup Achievements,Bully,Beats the same opponent three or more times in one season.,Kessi,2019.0,,Juschka,3.0,,AWARDED
Matchup Achievements,Bully,Beats the same opponent three or more times in one season.,Simi,2019.0,,Kessi,3.0,,AWARDED
Matchup Achievements,Bully,Beats the same opponent three or more times in one season.,Simi,2019.0,,Ritz,3.0,,AWARDED
Matchup Achievements,Bully,Beats the same opponent three or more times in one season.,Tommy,2019.0,,Benni,3.0,,AWARDED
Matchup Achievements,Bullied,Loses to the same opponent three or more times in one season.,Benni,2019.0,,Tommy,3.0,,AWARDED
Matchup Achievements,Bullied,Loses to the same opponent three or more times in one season.,Juschka,2019.0,,Kessi,3.0,,AWARDED
Matchup Achievements,Bullied,Loses to the same opponent three or more times in one season.,Kessi,2019.0,,Simi,3.0,,AWARDED
Matchup Achievements,Bullied,Loses to the same opponent three or more times in one season.,Ritz,2019.0,,Juschka,3.0,,AWARDED
Matchup Achievements,Bullied,Loses to the same opponent three or more times in one season.,Ritz,2019.0,,Simi,3.0,,AWARDED
Matchup Achievements,Bullied,Loses to the same opponent three or more times in one season.,Tommy,2019.0,,Erik,3.0,,AWARDED
Matchup Achievements,Peak Performance,Highest single-team score in a matchup for the season.,Benni,2020.0,12.0,Juschka,161.28,,AWARDED
Matchup Achievements,The Shootout,Participates in the matchup with the highest combined points of the season.,Benni,2020.0,12.0,Juschka,260.46000000000004,,AWARDED
Matchup Achievements,The Shootout,Participates in the matchup with the highest combined points of the season.,Juschka,2020.0,12.0,Benni,260.46000000000004,,AWARDED
Matchup Achievements,The Dud Bowl,Matchup with the fewest combined points in the season.,Marv,2020.0,10.0,Kessi,152.5,,AWARDED
Matchup Achievements,The Snoozer,Participates in the matchup with the lowest combined score of the season.,Marv,2020.0,10.0,Kessi,152.5,,AWARDED
Matchup Achievements,The Dud Bowl,Matchup with the fewest combined points in the season.,Kessi,2020.0,10.0,Marv,152.5,,AWARDED
Matchup Achievements,The Snoozer,Participates in the matchup with the lowest combined score of the season.,Kessi,2020.0,10.0,Marv,152.5,,AWARDED
Matchup Achievements,Massacre,Records the biggest blowout win of the season.,Marv,2020.0,9.0,Tommy,82.88,,AWARDED
Matchup Achievements,The Bye Week,Loses in the largest blowout of the season.,Tommy,2020.0,9.0,Marv,-82.88,,AWARDED
Matchup Achievements,Thread the Needle,Records the narrowest margin of victory of the season.,Ritz,2020.0,8.0,Tommy,1.3800000000000097,,AWARDED
Matchup Achievements,Heartbreaker,Loses the closest matchup of the season.,Tommy,2020.0,8.0,Ritz,-1.3800000000000097,,AWARDED
Matchup Achievements,Double Up,Scores at least double the opponent’s points.,Benni,2020.0,7.0,Juschka,120.48,,AWARDED
Matchup Achievements,Doubled Up,Opponent scores at least double this team’s points.,Juschka,2020.0,7.0,Benni,120.48,,AWARDED
Matchup Achievements,Double Up,Scores at least double the opponent’s points.,Marv,2020.0,9.0,Tommy,157.54,,AWARDED
Matchup Achievements,Doubled Up,Opponent scores at least double this team’s points.,Tommy,2020.0,9.0,Marv,157.54,,AWARDED
Matchup Achievements,Double Up,Scores at least double the opponent’s points.,Erik,2020.0,15.0,Simi,136.64,,AWARDED
Matchup Achievements,Doubled Up,Opponent scores at least double this team’s points.,Simi,2020.0,15.0,Erik,136.64,,AWARDED
Matchup Achievements,Perfectly Peaked,Beats the opponent who has the second-highest score of the week.,Erik,2020.0,1.0,Juschka,123.7,,AWARDED
Matchup Achievements,Spoiled Goods,Has the second-highest weekly score but loses to the top scorer.,Juschka,2020.0,1.0,Erik,120.84,,AWARDED
Matchup Achievements,The Undercard,Matchup where one team has the lowest points share of any game that season.,Simi,2020.0,15.0,Erik,0.2995694074225958,,AWARDED
Matchup Achievements,Bully,Beats the same opponent three or more times in one season.,Benni,2020.0,,Juschka,3.0,,AWARDED
Matchup Achievements,Bully,Beats the same opponent three or more times in one season.,Ritz,2020.0,,Erik,3.0,,AWARDED
Matchup Achievements,Bully,Beats the same opponent three or more times in one season.,Ritz,2020.0,,Tommy,3.0,,AWARDED
Matchup Achievements,Bullied,Loses to the same opponent three or more times in one season.,Erik,2020.0,,Ritz,3.0,,AWARDED
Matchup Achievements,Bullied,Loses to the same opponent three or more times in one season.,Juschka,2020.0,,Benni,3.0,,AWARDED
Matchup Achievements,Bullied,Loses to the same opponent three or more times in one season.,Tommy,2020.0,,Ritz,3.0,,AWARDED
Matchup Achievements,Peak Performance,Highest single-team score in a matchup for the season.,Ritz,2021.0,11.0,Juschka,172.2,,AWARDED
Matchup Achievements,The Shootout,Participates in the matchup with the highest combined points of the season.,Benni,2021.0,5.0,Tommy,316.2,,AWARDED
Matchup Achievements,The Shootout,Participates in the matchup with the highest combined points of the season.,Tommy,2021.0,5.0,Benni,316.2,,AWARDED
Matchup Achievements,The Dud Bowl,Matchup with the fewest combined points in the season.,Erik,2021.0,16.0,Tommy,126.32,,AWARDED
Matchup Achievements,The Snoozer,Participates in the matchup with the lowest combined score of the season.,Erik,2021.0,16.0,Tommy,126.32,,AWARDED
Matchup Achievements,The Dud Bowl,Matchup with the fewest combined points in the season.,Tommy,2021.0,16.0,Erik,126.32,,AWARDED
Matchup Achievements,The Snoozer,Participates in the matchup with the lowest combined score of the season.,Tommy,2021.0,16.0,Erik,126.32,,AWARDED
Matchup Achievements,Massacre,Records the biggest blowout win of the season.,Juschka,2021.0,2.0,Tommy,81.83999999999999,,AWARDED
Matchup Achievements,The Bye Week,Loses in the largest blowout of the season.,Tommy,2021.0,2.0,Juschka,-81.83999999999999,,AWARDED
Matchup Achievements,Thread the Needle,Records the narrowest margin of victory of the season.,Tommy,2021.0,14.0,Ritz,0.1599999999999966,,AWARDED
Matchup Achievements,Heartbreaker,Loses the closest matchup of the season.,Ritz,2021.0,14.0,Tommy,-0.1599999999999966,,AWARDED
Matchup Achievements,Doubled Up,Opponent scores at least double this team’s points.,Tommy,2021.0,2.0,Juschka,145.26,,AWARDED
Matchup Achievements,Double Up,Scores at least double the opponent’s points.,Juschka,2021.0,2.0,Tommy,145.26,,AWARDED
Matchup Achievements,A Small Defeat,Loses by less than 1.0 point.,Ritz,2021.0,14.0,Tommy,-0.1599999999999966,,AWARDED
Matchup Achievements,A Micro Defeat,Loses by less than 0.5 points.,Ritz,2021.0,14.0,Tommy,-0.1599999999999966,,AWARDED
Matchup Achievements,A Small Victory,Wins by less than 1.0 point.,Tommy,2021.0,14.0,Ritz,0.1599999999999966,,AWARDED
Matchup Achievements,A Micro Victory,Wins by less than 0.5 points.,Tommy,2021.0,14.0,Ritz,0.1599999999999966,,AWARDED
Matchup Achievements,Perfectly Peaked,Beats the opponent who has the second-highest score of the week.,Ritz,2021.0,4.0,Juschka,127.46,,AWARDED
Matchup Achievements,Perfectly Peaked,Beats the opponent who has the second-highest score of the week.,Tommy,2021.0,5.0,Benni,169.22,,AWARDED
Matchup Achievements,Spoiled Goods,Has the second-highest weekly score but loses to the top scorer.,Juschka,2021.0,4.0,Ritz,120.04,,AWARDED
Matchup Achievements,Spoiled Goods,Has the second-highest weekly score but loses to the top scorer.,Benni,2021.0,5.0,Tommy,146.98,,AWARDED
Matchup Achievements,The Undercard,Matchup where one team has the lowest points share of any game that season.,Tommy,2021.0,2.0,Juschka,0.3039102932719954,,AWARDED
Matchup Achievements,Bully,Beats the same opponent three or more times in one season.,Erik,2021.0,,Tommy,3.0,,AWARDED
Matchup Achievements,Bully,Beats the same opponent three or more times in one season.,Ritz,2021.0,,Juschka,3.0,,AWARDED
Matchup Achievements,Bullied,Loses to the same opponent three or more times in one season.,Juschka,2021.0,,Ritz,3.0,,AWARDED
Matchup Achievements,Bullied,Loses to the same opponent three or more times in one season.,Tommy,2021.0,,Erik,3.0,,AWARDED
Matchup Achievements,Peak Performance,Highest single-team score in a matchup for the season.,Erik,2022.0,8.0,Kessi,178.04,,AWARDED
Matchup Achievements,The Shootout,Participates in the matchup with the highest combined points of the season.,Benni,2022.0,11.0,Simi,279.46,,AWARDED
Matchup Achievements,The Shootout,Participates in the matchup with the highest combined points of the season.,Simi,2022.0,11.0,Benni,279.46,,AWARDED
Matchup Achievements,The Dud Bowl,Matchup with the fewest combined points in the season.,Tommy,2022.0,10.0,Juschka,150.0,,AWARDED
Matchup Achievements,The Snoozer,Participates in the matchup with the lowest combined score of the season.,Tommy,2022.0,10.0,Juschka,150.0,,AWARDED
Matchup Achievements,The Dud Bowl,Matchup with the fewest combined points in the season.,Juschka,2022.0,10.0,Tommy,150.0,,AWARDED
Matchup Achievements,The Snoozer,Participates in the matchup with the lowest combined score of the season.,Juschka,2022.0,10.0,Tommy,150.0,,AWARDED
Matchup Achievements,Massacre,Records the biggest blowout win of the season.,Erik,2022.0,8.0,Kessi,119.06,,AWARDED
Matchup Achievements,The Bye Week,Loses in the largest blowout of the season.,Kessi,2022.0,8.0,Erik,-119.06,,AWARDED
Matchup Achievements,Thread the Needle,Records the narrowest margin of victory of the season.,Ritz,2022.0,3.0,Benni,0.0400000000000062,,AWARDED
Matchup Achievements,Heartbreaker,Loses the closest matchup of the season.,Benni,2022.0,3.0,Ritz,-0.0400000000000062,,AWARDED
Matchup Achievements,A Small Defeat,Loses by less than 1.0 point.,Benni,2022.0,3.0,Ritz,-0.0400000000000062,,AWARDED
Matchup Achievements,A Micro Defeat,Loses by less than 0.5 points.,Benni,2022.0,3.0,Ritz,-0.0400000000000062,,AWARDED
Matchup Achievements,A Small Victory,Wins by less than 1.0 point.,Ritz,2022.0,3.0,Benni,0.0400000000000062,,AWARDED
Matchup Achievements,A Micro Victory,Wins by less than 0.5 points.,Ritz,2022.0,3.0,Benni,0.0400000000000062,,AWARDED
Matchup Achievements,A Small Defeat,Loses by less than 1.0 point.,Benni,2022.0,4.0,Simi,-0.8200000000000074,,AWARDED
Matchup Achievements,A Small Victory,Wins by less than 1.0 point.,Simi,2022.0,4.0,Benni,0.8200000000000074,,AWARDED
Matchup Achievements,Doubled Up,Opponent scores at least double this team’s points.,Kessi,2022.0,8.0,Erik,178.04,,AWARDED
Matchup Achievements,Double Up,Scores at least double the opponent’s points.,Erik,2022.0,8.0,Kessi,178.04,,AWARDED
Matchup Achievements,A Small Victory,Wins by less than 1.0 point.,Kessi,2022.0,9.0,Marv,0.1200000000000045,,AWARDED
Matchup Achievements,A Micro Victory,Wins by less than 0.5 points.,Kessi,2022.0,9.0,Marv,0.1200000000000045,,AWARDED
Matchup Achievements,A Small Defeat,Loses by less than 1.0 point.,Marv,2022.0,9.0,Kessi,-0.1200000000000045,,AWARDED
Matchup Achievements,A Micro Defeat,Loses by less than 0.5 points.,Marv,2022.0,9.0,Kessi,-0.1200000000000045,,AWARDED
Matchup Achievements,Doubled Up,Opponent scores at least double this team’s points.,Simi,2022.0,14.0,Ritz,114.0,,AWARDED
Matchup Achievements,Double Up,Scores at least double the opponent’s points.,Ritz,2022.0,14.0,Simi,114.0,,AWARDED
Matchup Achievements,Perfectly Peaked,Beats the opponent who has the second-highest score of the week.,Ritz,2022.0,3.0,Benni,113.92,,AWARDED
Matchup Achievements,Perfectly Peaked,Beats the opponent who has the second-highest score of the week.,Benni,2022.0,9.0,Tommy,147.04,,AWARDED
Matchup Achievements,Perfectly Peaked,Beats the opponent who has the second-highest score of the week.,Erik,2022.0,16.0,Benni,123.3,,AWARDED
Matchup Achievements,True Lowlight,Posts the lowest weekly score and loses to the second-lowest scorer.,Kessi,2022.0,4.0,Ritz,50.78,,AWARDED
Matchup Achievements,True Lowlight,Posts the lowest weekly score and loses to the second-lowest scorer.,Marv,2022.0,9.0,Kessi,86.42,,AWARDED
Matchup Achievements,True Lowlight,Posts the lowest weekly score and loses to the second-lowest scorer.,Juschka,2022.0,11.0,Marv,74.58,,AWARDED
Matchup Achievements,Spoiled Goods,Has the second-highest weekly score but loses to the top scorer.,Benni,2022.0,3.0,Ritz,113.88,,AWARDED
Matchup Achievements,Spoiled Goods,Has the second-highest weekly score but loses to the top scorer.,Tommy,2022.0,9.0,Benni,117.22,,AWARDED
Matchup Achievements,Spoiled Goods,Has the second-highest weekly score but loses to the top scorer.,Benni,2022.0,16.0,Erik,111.56,,AWARDED
Matchup Achievements,The Undercard,Matchup where one team has the lowest points share of any game that season.,Kessi,2022.0,8.0,Erik,0.2488397603577757,,AWARDED
Matchup Achievements,Bully,Beats the same opponent three or more times in one season.,Juschka,2022.0,,Simi,3.0,,AWARDED
Matchup Achievements,Bully,Beats the same opponent three or more times in one season.,Kessi,2022.0,,Juschka,3.0,,AWARDED
Matchup Achievements,Bully,Beats the same opponent three or more times in one season.,Kessi,2022.0,,Marv,3.0,,AWARDED
Matchup Achievements,Bullied,Loses to the same opponent three or more times in one season.,Juschka,2022.0,,Kessi,3.0,,AWARDED
Matchup Achievements,Bullied,Loses to the same opponent three or more times in one season.,Marv,2022.0,,Kessi,3.0,,AWARDED
Matchup Achievements,Bullied,Loses to the same opponent three or more times in one season.,Simi,2022.0,,Juschka,3.0,,AWARDED
Matchup Achievements,Peak Performance,Highest single-team score in a matchup for the season.,Benni,2023.0,3.0,Kessi,188.58,,AWARDED
Matchup Achievements,The Shootout,Participates in the matchup with the highest combined points of the season.,Benni,2023.0,3.0,Kessi,271.26,,AWARDED
Matchup Achievements,The Shootout,Participates in the matchup with the highest combined points of the season.,Kessi,2023.0,3.0,Benni,271.26,,AWARDED
Matchup Achievements,The Dud Bowl,Matchup with the fewest combined points in the season.,Simi,2023.0,6.0,Juschka,141.94,,AWARDED
Matchup Achievements,The Snoozer,Participates in the matchup with the lowest combined score of the season.,Simi,2023.0,6.0,Juschka,141.94,,AWARDED
Matchup Achievements,The Dud Bowl,Matchup with the fewest combined points in the season.,Juschka,2023.0,6.0,Simi,141.94,,AWARDED
Matchup Achievements,The Snoozer,Participates in the matchup with the lowest combined score of the season.,Juschka,2023.0,6.0,Simi,141.94,,AWARDED
Matchup Achievements,Massacre,Records the biggest blowout win of the season.,Benni,2023.0,3.0,Kessi,105.9,,AWARDED
Matchup Achievements,The Bye Week,Loses in the largest blowout of the season.,Kessi,2023.0,3.0,Benni,-105.9,,AWARDED
Matchup Achievements,Thread the Needle,Records the narrowest margin of victory of the season.,Simi,2023.0,12.0,Erik,0.2999999999999971,,AWARDED
Matchup Achievements,Heartbreaker,Loses the closest matchup of the season.,Erik,2023.0,12.0,Simi,-0.2999999999999971,,AWARDED
Matchup Achievements,Double Up,Scores at least double the opponent’s points.,Benni,2023.0,3.0,Kessi,188.58,,AWARDED
Matchup Achievements,Doubled Up,Opponent scores at least double this team’s points.,Kessi,2023.0,3.0,Benni,188.58,,AWARDED
Matchup Achievements,A Small Defeat,Loses by less than 1.0 point.,Kessi,2023.0,7.0,Simi,-0.8000000000000114,,AWARDED
Matchup Achievements,A Small Victory,Wins by less than 1.0 point.,Simi,2023.0,7.0,Kessi,0.8000000000000114,,AWARDED
Matchup Achievements,Doubled Up,Opponent scores at least double this team’s points.,Benni,2023.0,9.0,Juschka,102.94,,AWARDED
Matchup Achievements,Double Up,Scores at least double the opponent’s points.,Juschka,2023.0,9.0,Benni,102.94,,AWARDED
Matchup Achievements,Double Up,Scores at least double the opponent’s points.,Ritz,2023.0,9.0,Marv,126.7,,AWARDED
Matchup Achievements,Doubled Up,Opponent scores at least double this team’s points.,Marv,2023.0,9.0,Ritz,126.7,,AWARDED
Matchup Achievements,A Small Victory,Wins by less than 1.0 point.,Simi,2023.0,12.0,Erik,0.2999999999999971,,AWARDED
Matchup Achievements,A Micro Victory,Wins by less than 0.5 points.,Simi,2023.0,12.0,Erik,0.2999999999999971,,AWARDED
Matchup Achievements,A Small Defeat,Loses by less than 1.0 point.,Erik,2023.0,12.0,Simi,-0.2999999999999971,,AWARDED
Matchup Achievements,A Micro Defeat,Loses by less than 0.5 points.,Erik,2023.0,12.0,Simi,-0.2999999999999971,,AWARDED
Matchup Achievements,Doubled Up,Opponent scores at least double this team’s points.,Simi,2023.0,15.0,Erik,156.42,,AWARDED
Matchup Achievements,Double Up,Scores at least double the opponent’s points.,Erik,2023.0,15.0,Simi,156.42,,AWARDED
Matchup Achievements,The Undercard,Matchup where one team has the lowest points share of any game that season.,Simi,2023.0,15.0,Erik,0.2471845220906728,,AWARDED
Matchup Achievements,Peak Performance,Highest single-team score in a matchup for the season.,Marv,2024.0,15.0,Tommy,164.08,,AWARDED
Matchup Achievements,The Shootout,Participates in the matchup with the highest combined points of the season.,Tommy,2024.0,15.0,Marv,283.98,,AWARDED
Matchup Achievements,The Shootout,Participates in the matchup with the highest combined points of the season.,Marv,2024.0,15.0,Tommy,283.98,,AWARDED
Matchup Achievements,The Dud Bowl,Matchup with the fewest combined points in the season.,Benni,2024.0,12.0,Juschka,153.01999999999998,,AWARDED
Matchup Achievements,The Snoozer,Participates in the matchup with the lowest combined score of the season.,Benni,2024.0,12.0,Juschka,153.01999999999998,,AWARDED
Matchup Achievements,The Dud Bowl,Matchup with the fewest combined points in the season.,Juschka,2024.0,12.0,Benni,153.01999999999998,,AWARDED
Matchup Achievements,The Snoozer,Participates in the matchup with the lowest combined score of the season.,Juschka,2024.0,12.0,Benni,153.01999999999998,,AWARDED
Matchup Achievements,Massacre,Records the biggest blowout win of the season.,Simi,2024.0,4.0,Marv,86.80000000000001,,AWARDED
Matchup Achievements,The Bye Week,Loses in the largest blowout of the season.,Marv,2024.0,4.0,Simi,-86.80000000000001,,AWARDED
Matchup Achievements,Thread the Needle,Records the narrowest margin of victory of the season.,Juschka,2024.0,4.0,Kessi,0.7399999999999949,,AWARDED
Matchup Achievements,Heartbreaker,Loses the closest matchup of the season.,Kessi,2024.0,4.0,Juschka,-0.7399999999999949,,AWARDED
Matchup Achievements,A Small Defeat,Loses by less than 1.0 point.,Kessi,2024.0,4.0,Juschka,-0.7399999999999949,,AWARDED
Matchup Achievements,A Small Victory,Wins by less than 1.0 point.,Juschka,2024.0,4.0,Kessi,0.7399999999999949,,AWARDED
Matchup Achievements,Double Up,Scores at least double the opponent’s points.,Simi,2024.0,4.0,Marv,131.3,,AWARDED
Matchup Achievements,Doubled Up,Opponent scores at least double this team’s points.,Marv,2024.0,4.0,Simi,131.3,,AWARDED
Matchup Achievements,Perfectly Peaked,Beats the opponent who has the second-highest score of the week.,Benni,2024.0,5.0,Juschka,117.42,,AWARDED
Matchup Achievements,Perfectly Peaked,Beats the opponent who has the second-highest score of the week.,Erik,2024.0,11.0,Benni,136.68,,AWARDED
Matchup Achievements,Perfectly Peaked,Beats the opponent who has the second-highest score of the week.,Marv,2024.0,15.0,Tommy,164.08,,AWARDED
Matchup Achievements,True Lowlight,Posts the lowest weekly score and loses to the second-lowest scorer.,Erik,2024.0,5.0,Kessi,76.3,,AWARDED
Matchup Achievements,True Lowlight,Posts the lowest weekly score and loses to the second-lowest scorer.,Tommy,2024.0,14.0,Benni,76.96,,AWARDED
Matchup Achievements,Spoiled Goods,Has the second-highest weekly score but loses to the top scorer.,Juschka,2024.0,5.0,Benni,114.18,,AWARDED
Matchup Achievements,Spoiled Goods,Has the second-highest weekly score but loses to the top scorer.,Benni,2024.0,11.0,Erik,119.44,,AWARDED
Matchup Achievements,Spoiled Goods,Has the second-highest weekly score but loses to the top scorer.,Tommy,2024.0,15.0,Marv,119.9,,AWARDED
Matchup Achievements,The Undercard,Matchup where one team has the lowest points share of any game that season.,Marv,2024.0,4.0,Simi,0.2531285551763367,,AWARDED
Matchup Achievements,Bully,Beats the same opponent three or more times in one season.,Benni,2024.0,,Kessi,3.0,,AWARDED
Matchup Achievements,Bullied,Loses to the same opponent three or more times in one season.,Kessi,2024.0,,Benni,3.0,,AWARDED
Matchup Achievements,Peak Performance,Highest single-team score in a matchup for the season.,Simi,2025.0,12.0,Tommy,164.26,,AWARDED
Matchup Achievements,The Shootout,Participates in the matchup with the highest combined points of the season.,Benni,2025.0,15.0,Marv,278.08,,AWARDED
Matchup Achievements,The Shootout,Participates in the matchup with the highest combined points of the season.,Marv,2025.0,15.0,Benni,278.08,,AWARDED
Matchup Achievements,The Dud Bowl,Matchup with the fewest combined points in the season.,Erik,2025.0,8.0,Juschka,122.9,,AWARDED
Matchup Achievements,The Snoozer,Participates in the matchup with the lowest combined score of the season.,Erik,2025.0,8.0,Juschka,122.9,,AWARDED
Matchup Achievements,The Dud Bowl,Matchup with the fewest combined points in the season.,Juschka,2025.0,8.0,Erik,122.9,,AWARDED
Matchup Achievements,The Snoozer,Participates in the matchup with the lowest combined score of the season.,Juschka,2025.0,8.0,Erik,122.9,,AWARDED
Matchup Achievements,Massacre,Records the biggest blowout win of the season.,Simi,2025.0,12.0,Tommy,72.8,,AWARDED
Matchup Achievements,The Bye Week,Loses in the largest blowout of the season.,Tommy,2025.0,12.0,Simi,-72.8,,AWARDED
Matchup Achievements,Thread the Needle,Records the narrowest margin of victory of the season.,Ritz,2025.0,5.0,Juschka,2.319999999999993,,AWARDED
Matchup Achievements,Heartbreaker,Loses the closest matchup of the season.,Juschka,2025.0,5.0,Ritz,-2.319999999999993,,AWARDED
Matchup Achievements,Perfectly Peaked,Beats the opponent who has the second-highest score of the week.,Juschka,2025.0,7.0,Kessi,147.02,,AWARDED
Matchup Achievements,Perfectly Peaked,Beats the opponent who has the second-highest score of the week.,Benni,2025.0,11.0,Tommy,119.62,,AWARDED
Matchup Achievements,Perfectly Peaked,Beats the opponent who has the second-highest score of the week.,Marv,2025.0,15.0,Benni,158.22,,AWARDED
Matchup Achievements,True Lowlight,Posts the lowest weekly score and loses to the second-lowest scorer.,Juschka,2025.0,1.0,Erik,70.68,,AWARDED
Matchup Achievements,True Lowlight,Posts the lowest weekly score and loses to the second-lowest scorer.,Kessi,2025.0,3.0,Marv,58.06,,AWARDED
Matchup Achievements,True Lowlight,Posts the lowest weekly score and loses to the second-lowest scorer.,Tommy,2025.0,4.0,Benni,82.52,,AWARDED
Matchup Achievements,True Lowlight,Posts the lowest weekly score and loses to the second-lowest scorer.,Tommy,2025.0,5.0,Simi,78.36,,AWARDED
Matchup Achievements,True Lowlight,Posts the lowest weekly score and loses to the second-lowest scorer.,Juschka,2025.0,8.0,Erik,55.38,,AWARDED
Matchup Achievements,True Lowlight,Posts the lowest weekly score and loses to the second-lowest scorer.,Simi,2025.0,11.0,Kessi,70.4,,AWARDED
Matchup Achievements,Spoiled Goods,Has the second-highest weekly score but loses to the top scorer.,Kessi,2025.0,7.0,Juschka,106.24,,AWARDED
Matchup Achievements,Spoiled Goods,Has the second-highest weekly score but loses to the top scorer.,Tommy,2025.0,11.0,Benni,110.74,,AWARDED
Matchup Achievements,Spoiled Goods,Has the second-highest weekly score but loses to the top scorer.,Benni,2025.0,15.0,Marv,119.86,,AWARDED
Matchup Achievements,The Undercard,Matchup where one team has the lowest points share of any game that season.,Tommy,2025.0,9.0,Marv,0.357031493607733,,AWARDED
