category,achievement,description,team,season,week,opponent,value,scope,status
League Achievement,Total Wins - 25,Reached 25 total wins in league history.,Benni,2018.0,3.0,,25.0,R,AWARDED
League Achievement,Total Wins - 50,Reached 50 total wins in league history.,Benni,2021.0,3.0,,50.0,R,AWARDED
League Achievement,All-Play Wins - 250,Reached 250 all-play wins in league history.,Benni,2019.0,4.0,,250.0,R,AWARDED
League Achievement,All-Play Wins - 500,Reached 500 all-play wins in league history.,Benni,2023.0,4.0,,500.0,R,AWARDED
League Achievement,Total Points - 10000,"Reached 10,000 total points scored in league history.",Benni,2021.0,11.0,,10000.0,R,AWARDED
League Achievement,Total Losses - 25,Reached 25 total losses in league history.,Benni,2019.0,3.0,,25.0,R,AWARDED
League Achievement,Total Losses - 50,Reached 50 total losses in league history.,Benni,2023.0,10.0,,50.0,R,AWARDED
League Achievement,All-Play Losses - 250,Reached 250 all-play losses in league history.,Benni,2021.0,1.0,,250.0,R,AWARDED
League Achievement,Total Opponent Points - 10000,"Opponents have scored 10,000 total points against this team.",Benni,2022.0,3.0,,10000.0,R,AWARDED
League Achievement,Total Wins - 25,Reached 25 total wins in league history.,Erik,2018.0,4.0,,25.0,R,AWARDED
League Achievement,Total Wins - 50,Reached 50 total wins in league history.,Erik,2021.0,8.0,,50.0,R,AWARDED
League Achievement,All-Play Wins - 250,Reached 250 all-play wins in league history.,Erik,2019.0,3.0,,250.0,R,AWARDED
League Achievement,All-Play Wins - 500,Reached 500 all-play wins in league history.,Erik,2023.0,9.0,,500.0,R,AWARDED
League Achievement,Total Points - 10000,"Reached 10,000 total points scored in league history.",Erik,2021.0,11.0,,10000.0,R,AWARDED
League Achievement,Total Losses - 25,Reached 25 total losses in league history.,Erik,2018.0,9.0,,25.0,R,AWARDED
League Achievement,Total Losses - 50,Reached 50 total losses in league history.,Erik,2023.0,2.0,,50.0,R,AWARDED
League Achievement,All-Play Losses - 250,Reached 250 all-play losses in league history.,Erik,2021.0,5.0,,250.0,R,AWARDED
League Achievement,Total Opponent Points - 10000,"Opponents have scored 10,000 total points against this team.",Erik,2022.0,1.0,,10000.0,R,AWARDED
League Achievement,Total Wins - 25,Reached 25 total wins in league history.,Juschka,2019.0,1.0,,25.0,R,AWARDED
League Achievement,Total Wins - 50,Reached 50 total wins in league history.,Juschka,2023.0,6.0,,50.0,R,AWARDED
League Achievement,All-Play Wins - 250,Reached 250 all-play wins in league history.,Juschka,2020.0,8.0,,250.0,R,AWARDED
League Achievement,Total Points - 10000,"Reached 10,000 total points scored in league history.",Juschka,2022.0,5.0,,10000.0,R,AWARDED
League Achievement,Total Losses - 25,Reached 25 total losses in league history.,Juschka,2017.0,10.0,,25.0,R,AWARDED
League Achievement,Total Losses - 50,Reached 50 total losses in league history.,Juschka,2021.0,8.0,,50.0,R,AWARDED
League Achievement,All-Play Losses - 250,Reached 250 all-play losses in league history.,Juschka,2019.0,8.0,,250.0,R,AWARDED
League Achievement,All-Play Losses - 500,Reached 500 all-play losses in league history.,Juschka,2024.0,1.0,,500.0,R,AWARDED
League Achievement,Total Opponent Points - 10000,"Opponents have scored 10,000 total points against this team.",Juschka,2021.0,14.0,,10000.0,R,AWARDED
League Achievement,Total Wins - 25,Reached 25 total wins in league history.,Kessi,2019.0,1.0,,25.0,R,AWARDED
League Achievement,Total Wins - 50,Reached 50 total wins in league history.,Kessi,2023.0,2.0,,50.0,R,AWARDED
League Achievement,All-Play Wins - 250,Reached 250 all-play wins in league history.,Kessi,2021.0,2.0,,250.0,R,AWARDED
League Achievement,Total Points - 10000,"Reached 10,000 total points scored in league history.",Kessi,2022.0,6.0,,10000.0,R,AWARDED
League Achievement,Total Losses - 25,Reached 25 total losses in league history.,Kessi,2018.0,7.0,,25.0,R,AWARDED
League Achievement,Total Losses - 50,Reached 50 total losses in league history.,Kessi,2021.0,8.0,,50.0,R,AWARDED
League Achievement,All-Play Losses - 250,Reached 250 all-play losses in league history.,Kessi,2019.0,5.0,,250.0,R,AWARDED
League Achievement,All-Play Losses - 500,Reached 500 all-play losses in league history.,Kessi,2023.0,10.0,,500.0,R,AWARDED
League Achievement,Total Opponent Points - 10000,"Opponents have scored 10,000 total points against this team.",Kessi,2022.0,5.0,,10000.0,R,AWARDED
League Achievement,Total Wins - 25,Reached 25 total wins in league history.,Marv,2018.0,10.0,,25.0,R,AWARDED
League Achievement,Total Wins - 50,Reached 50 total wins in league history.,Marv,2021.0,1.0,,50.0,R,AWARDED
League Achievement,All-Play Wins - 250,Reached 250 all-play wins in league history.,Marv,2020.0,2.0,,250.0,R,AWARDED
League Achievement,All-Play Wins - 500,Reached 500 all-play wins in league history.,Marv,2025.0,5.0,,500.0,R,AWARDED
League Achievement,Total Points - 10000,"Reached 10,000 total points scored in league history.",Marv,2022.0,1.0,,10000.0,R,AWARDED
League Achievement,Total Losses - 25,Reached 25 total losses in league history.,Marv,2018.0,3.0,,25.0,R,AWARDED
League Achievement,Total Losses - 50,Reached 50 total losses in league history.,Marv,2022.0,12.0,,50.0,R,AWARDED
League Achievement,All-Play Losses - 250,Reached 250 all-play losses in league history.,Marv,2020.0,3.0,,250.0,R,AWARDED
League Achievement,All-Play Losses - 500,Reached 500 all-play losses in league history.,Marv,2024.0,12.0,,500.0,R,AWARDED
League Achievement,Total Opponent Points - 10000,"Opponents have scored 10,000 total points against this team.",Marv,2022.0,4.0,,10000.0,R,AWARDED
League Achievement,Total Wins - 25,Reached 25 total wins in league history.,Ritz,2017.0,11.0,,25.0,R,AWARDED
League Achievement,Total Wins - 50,Reached 50 total wins in league history.,Ritz,2020.0,14.0,,50.0,R,AWARDED
League Achievement,All-Play Wins - 250,Reached 250 all-play wins in league history.,Ritz,2019.0,14.0,,250.0,R,AWARDED
League Achievement,All-Play Wins - 500,Reached 500 all-play wins in league history.,Ritz,2024.0,14.0,,500.0,R,AWARDED
League Achievement,Total Points - 10000,"Reached 10,000 total points scored in league history.",Ritz,2022.0,2.0,,10000.0,R,AWARDED
League Achievement,Total Losses - 25,Reached 25 total losses in league history.,Ritz,2019.0,8.0,,25.0,R,AWARDED
League Achievement,Total Losses - 50,Reached 50 total losses in league history.,Ritz,2023.0,8.0,,50.0,R,AWARDED
League Achievement,All-Play Losses - 250,Reached 250 all-play losses in league history.,Ritz,2020.0,3.0,,250.0,R,AWARDED
League Achievement,All-Play Losses - 500,Reached 500 all-play losses in league history.,Ritz,2025.0,7.0,,500.0,R,AWARDED
League Achievement,Total Opponent Points - 10000,"Opponents have scored 10,000 total points against this team.",Ritz,2022.0,5.0,,10000.0,R,AWARDED
League Achievement,Total Wins - 25,Reached 25 total wins in league history.,Simi,2018.0,8.0,,25.0,R,AWARDED
League Achievement,Total Wins - 50,Reached 50 total wins in league history.,Simi,2023.0,7.0,,50.0,R,AWARDED
League Achievement,All-Play Wins - 250,Reached 250 all-play wins in league history.,Simi,2020.0,6.0,,250.0,R,AWARDED
League Achievement,All-Play Wins - 500,Reached 500 all-play wins in league history.,Simi,2025.0,12.0,,500.0,R,AWARDED
League Achievement,Total Points - 10000,"Reached 10,000 total points scored in league history.",Simi,2022.0,5.0,,10000.0,R,AWARDED
League Achievement,Total Losses - 25,Reached 25 total losses in league history.,Simi,2018.0,7.0,,25.0,R,AWARDED
League Achievement,Total Losses - 50,Reached 50 total losses in league history.,Simi,2021.0,2.0,,50.0,R,AWARDED
League Achievement,All-Play Losses - 250,Reached 250 all-play losses in league history.,Simi,2019.0,12.0,,250.0,R,AWARDED
League Achievement,All-Play Losses - 500,Reached 500 all-play losses in league history.,Simi,2024.0,9.0,,500.0,R,AWARDED
League Achievement,Total Opponent Points - 10000,"Opponents have scored 10,000 total points against this team.",Simi,2021.0,14.0,,10000.0,R,AWARDED
League Achievement,Total Wins - 25,Reached 25 total wins in league history.,Tommy,2019.0,3.0,,25.0,R,AWARDED
League Achievement,Total Wins - 50,Reached 50 total wins in league history.,Tommy,2023.0,1.0,,50.0,R,AWARDED
League Achievement,All-Play Wins - 250,Reached 250 all-play wins in league history.,Tommy,2021.0,1.0,,250.0,R,AWARDED
League Achievement,All-Play Wins - 500,Reached 500 all-play wins in league history.,Tommy,2025.0,7.0,,500.0,R,AWARDED
League Achievement,Total Points - 10000,"Reached 10,000 total points scored in league history.",Tommy,2022.0,6.0,,10000.0,R,AWARDED
League Achievement,Total Losses - 25,Reached 25 total losses in league history.,Tommy,2017.0,11.0,,25.0,R,AWARDED
League Achievement,Total Losses - 50,Reached 50 total losses in league history.,Tommy,2020.0,11.0,,50.0,R,AWARDED
League Achievement,All-Play Losses - 250,Reached 250 all-play losses in league history.,Tommy,2019.0,10.0,,250.0,R,AWARDED
League Achievement,All-Play Losses - 500,Reached 500 all-play losses in league history.,Tommy,2024.0,14.0,,500.0,R,AWARDED
League Achievement,Total Opponent Points - 10000,"Opponents have scored 10,000 total points against this team.",Tommy,2022.0,2.0,,10000.0,R,AWARDED
Champion,Season Title,Team that finishes 1st in the regular-season standings.,Kessi,2015.0,,,1.0,,AWARDED
Champion,Season Title,Team that finishes 1st in the regular-season standings.,Marv,2016.0,,,1.0,,AWARDED
Champion,Season Title,Team that finishes 1st in the regular-season standings.,Simi,2017.0,,,1.0,,AWARDED
Champion,Season Title,Team that finishes 1st in the regular-season standings.,Ritz,2018.0,,,1.0,,AWARDED
Champion,Season Title,Team that finishes 1st in the regular-season standings.,Erik,2019.0,,,1.0,,AWARDED
Champion,Season Title,Team that finishes 1st in the regular-season standings.,Marv,2020.0,,,1.0,,AWARDED
Champion,Season Title,Team that finishes 1st in the regular-season standings.,Erik,2021.0,,,1.0,,AWARDED
Champion,Season Title,Team that finishes 1st in the regular-season standings.,Benni,2022.0,,,1.0,,AWARDED
Champion,Season Title,Team that finishes 1st in the regular-season standings.,Benni,2023.0,,,1.0,,AWARDED
Champion,Season Title,Team that finishes 1st in the regular-season standings.,Tommy,2024.0,,,1.0,,AWARDED
Champion,Season Title,Team that finishes 1st in the regular-season standings.,Ritz,2025.0,,,1.0,,AWARDED
Champion,Season Points Title,Team with the most points scored in the regular season.,Benni,2015.0,,,1478.48,,AWARDED
Champion,Season Points Title,Team with the most points scored in the regular season.,Marv,2016.0,,,1596.64,,AWARDED
Champion,Season Points Title,Team with the most points scored in the regular season.,Simi,2017.0,,,1489.68,,AWARDED
Champion,Season Points Title,Team with the most points scored in the regular season.,Benni,2018.0,,,1709.76,,AWARDED
Champion,Season Points Title,Team with the most points scored in the regular season.,Erik,2019.0,,,1641.36,,AWARDED
Champion,Season Points Title,Team with the most points scored in the regular season.,Marv,2020.0,,,1664.6200000000001,,AWARDED
Champion,Season Points Title,Team with the most points scored in the regular season.,Benni,2021.0,,,1577.46,,AWARDED
Champion,Season Points Title,Team with the most points scored in the regular season.,Benni,2022.0,,,1686.9199999999998,,AWARDED
Champion,Season Points Title,Team with the most points scored in the regular season.,Benni,2023.0,,,1547.52,,AWARDED
Champion,Season Points Title,Team with the most points scored in the regular season.,Tommy,2024.0,,,1564.74,,AWARDED
Champion,Season Points Title,Team with the most points scored in the regular season.,Ritz,2025.0,,,1487.26,,AWARDED
Champion,Season All-Play Title,Team with the best all-play record for the season.,Benni,2015.0,,,66.0,,AWARDED
Champion,Season All-Play Title,Team with the best all-play record for the season.,Marv,2016.0,,,75.0,,AWARDED
Champion,Season All-Play Title,Team with the best all-play record for the season.,Simi,2017.0,,,72.0,,AWARDED
Champion,Season All-Play Title,Team with the best all-play record for the season.,Ritz,2018.0,,,77.0,,AWARDED
Champion,Season All-Play Title,Team with the best all-play record for the season.,Erik,2019.0,,,76.0,,AWARDED
Champion,Season All-Play Title,Team with the best all-play record for the season.,Marv,2020.0,,,74.0,,AWARDED
Champion,Season All-Play Title,Team with the best all-play record for the season.,Benni,2021.0,,,66.0,,AWARDED
Champion,Season All-Play Title,Team with the best all-play record for the season.,Benni,2022.0,,,73.0,,AWARDED
Champion,Season All-Play Title,Team with the best all-play record for the season.,Tommy,2023.0,,,71.0,,AWARDED
Champion,Season All-Play Title,Team with the best all-play record for the season.,Tommy,2024.0,,,64.0,,AWARDED
Champion,Season All-Play Title,Team with the best all-play record for the season.,Benni,2025.0,,,58.0,,AWARDED
Champion,Triple Crown,"Wins Season Title, Season Points Title and Season All-Play Title in the same season.",Marv,2016.0,,,,,AWARDED
Champion,Grand Slam,"In one season, wins Season Title, Points Title, All-Play Title and the Championship.",Marv,2016.0,,,,,AWARDED
Champion,Triple Crown,"Wins Season Title, Season Points Title and Season All-Play Title in the same season.",Simi,2017.0,,,,,AWARDED
Champion,Grand Slam,"In one season, wins Season Title, Points Title, All-Play Title and the Championship.",Simi,2017.0,,,,,AWARDED
Champion,Triple Crown,"Wins Season Title, Season Points Title and Season All-Play Title in the same season.",Erik,2019.0,,,,,AWARDED
Champion,Grand Slam,"In one season, wins Season Title, Points Title, All-Play Title and the Championship.",Erik,2019.0,,,,,AWARDED
Champion,Triple Crown,"Wins Season Title, Season Points Title and Season All-Play Title in the same season.",Marv,2020.0,,,,,AWARDED
Champion,Grand Slam,"In one season, wins Season Title, Points Title, All-Play Title and the Championship.",Marv,2020.0,,,,,AWARDED
Champion,Triple Crown,"Wins Season Title, Season Points Title and Season All-Play Title in the same season.",Benni,2022.0,,,,,AWARDED
Champion,Grand Slam,"In one season, wins Season Title, Points Title, All-Play Title and the Championship.",Benni,2022.0,,,,,AWARDED
Champion,Triple Crown,"Wins Season Title, Season Points Title and Season All-Play Title in the same season.",Tommy,2024.0,,,,,AWARDED
Champion,Grand Slam,"In one season, wins Season Title, Points Title, All-Play Title and the Championship.",Tommy,2024.0,,,,,AWARDED
Champion,Champion,Wins the playoffs and becomes league champion.,Kessi,2015.0,,,,,AWARDED
Champion,Champion,Wins the playoffs and becomes league champion.,Marv,2016.0,,,,,AWARDED
Champion,Champion,Wins the playoffs and becomes league champion.,Simi,2017.0,,,,,AWARDED
Champion,Champion,Wins the playoffs and becomes league champion.,Ritz,2018.0,,,,,AWARDED
Champion,Champion,Wins the playoffs and becomes league champion.,Erik,2019.0,,,,,AWARDED
Champion,Champion,Wins the playoffs and becomes league champion.,Marv,2020.0,,,,,AWARDED
Champion,Champion,Wins the playoffs and becomes league champion.,Erik,2021.0,,,,,AWARDED
Champion,Champion,Wins the playoffs and becomes league champion.,Benni,2022.0,,,,,AWARDED
Champion,Champion,Wins the playoffs and becomes league champion.,Erik,2023.0,,,,,AWARDED
Champion,Champion,Wins the playoffs and becomes league champion.,Tommy,2024.0,,,,,AWARDED
Champion,Champion,Wins the playoffs and becomes league champion.,Marv,2025.0,,,,,AWARDED
Champion,The Ringer,Wins the championship in their first season in the league.,Kessi,2015.0,,,,,AWARDED
Champion,Dynasty,Wins three championships within a five-year span.,Erik,2023.0,,,,,AWARDED
Champion,Phoenix Award,Finished last the previous season and wins the championship this season.,Simi,2017.0,,,,,AWARDED
Champion,Fortune Favored,Wins the championship with maximum measured luck.,Kessi,2015.0,,,,,AWARDED
Champion,Cupcake Champion,Wins the championship with the easiest schedule of the season.,Marv,2016.0,,,,,AWARDED
Champion,Cupcake Champion,Wins the championship with the easiest schedule of the season.,Simi,2017.0,,,,,AWARDED
Champion,Cupcake Champion,Wins the championship with the easiest schedule of the season.,Erik,2019.0,,,,,AWARDED
Champion,Cupcake Champion,Wins the championship with the easiest schedule of the season.,Marv,2020.0,,,,,AWARDED
Champion,Fortune Favored,Wins the championship with maximum measured luck.,Marv,2020.0,,,,,AWARDED
Champion,Fortune Favored,Wins the championship with maximum measured luck.,Erik,2021.0,,,,,AWARDED
Champion,Cupcake Champion,Wins the championship with the easiest schedule of the season.,Benni,2022.0,,,,,AWARDED
Champion,Against the Odds,Wins the championship despite having the most bad luck in the season.,Erik,2023.0,,,,,AWARDED
Champion,Cupcake Champion,Wins the championship with the easiest schedule of the season.,Tommy,2024.0,,,,,AWARDED
Champion,Fortune Favored,Wins the championship with maximum measured luck.,Marv,2025.0,,,,,AWARDED
Champion,Playoff Appearances - 5,Reaches the playoffs for the 5th time.,Benni,2020.0,,,5.0,,AWARDED
Champion,Playoff Appearances - 10,Reaches the playoffs for the 10th time.,Benni,2025.0,,,10.0,,AWARDED
Champion,Playoff Appearances - 5,Reaches the playoffs for the 5th time.,Erik,2022.0,,,5.0,,AWARDED
Champion,Playoff Appearances - 5,Reaches the playoffs for the 5th time.,Marv,2024.0,,,5.0,,AWARDED
Champion,Playoff Appearances - 5,Reaches the playoffs for the 5th time.,Ritz,2022.0,,,5.0,,AWARDED
Champion,Playoff Appearances - 5,Reaches the playoffs for the 5th time.,Tommy,2023.0,,,5.0,,AWARDED
Champion,The Worst,Finishes dead last in the league.,Juschka,2015.0,,,,,AWARDED
Champion,The Worst,Finishes dead last in the league.,Simi,2016.0,,,,,AWARDED
Champion,The Worst,Finishes dead last in the league.,Juschka,2017.0,,,,,AWARDED
Champion,The Worst,Finishes dead last in the league.,Kessi,2018.0,,,,,AWARDED
Champion,The Worst,Finishes dead last in the league.,Kessi,2019.0,,,,,AWARDED
Champion,The Worst,Finishes dead last in the league.,Tommy,2020.0,,,,,AWARDED
Champion,The Worst,Finishes dead last in the league.,Juschka,2021.0,,,,,AWARDED
Champion,The Worst,Finishes dead last in the league.,Marv,2022.0,,,,,AWARDED
Champion,The Worst,Finishes dead last in the league.,Juschka,2023.0,,,,,AWARDED
Champion,The Worst,Finishes dead last in the league.,Juschka,2024.0,,,,,AWARDED
Champion,The Worst,Finishes dead last in the league.,Erik,2025.0,,,,,AWARDED
Champion,Still the Worst,Finishes last in two consecutive seasons.,Juschka,2024.0,,,,,AWARDED
Champion,Still the Worst,Finishes last in two consecutive seasons.,Kessi,2019.0,,,,,AWARDED
Champion,Trash Trifecta,"In the same season, finishes last in standings, points scored and all-play.",Kessi,2018.0,,,,,AWARDED
Champion,Flawless Garbage,"In the same season, finishes last in standings, points, all-play and overall finish.",Kessi,2018.0,,,,,AWARDED
Champion,Trash Trifecta,"In the same season, finishes last in standings, points scored and all-play.",Tommy,2020.0,,,,,AWARDED
Champion,Flawless Garbage,"In the same season, finishes last in standings, points, all-play and overall finish.",Tommy,2020.0,,,,,AWARDED
Champion,Trash Trifecta,"In the same season, finishes last in standings, points scored and all-play.",Marv,2022.0,,,,,AWARDED
Champion,Flawless Garbage,"In the same season, finishes last in standings, points, all-play and overall finish.",Marv,2022.0,,,,,AWARDED
Champion,Trash Trifecta,"In the same season, finishes last in standings, points scored and all-play.",Juschka,2023.0,,,,,AWARDED
Champion,Flawless Garbage,"In the same season, finishes last in standings, points, all-play and overall finish.",Juschka,2023.0,,,,,AWARDED
Champion,Trash Trifecta,"In the same season, finishes last in standings, points scored and all-play.",Juschka,2024.0,,,,,AWARDED
Champion,Flawless Garbage,"In the same season, finishes last in standings, points, all-play and overall finish.",Juschka,2024.0,,,,,AWARDED
Champion,Trash Trifecta,"In the same season, finishes last in standings, points scored and all-play.",Erik,2025.0,,,,,AWARDED
Champion,Flawless Garbage,"In the same season, finishes last in standings, points, all-play and overall finish.",Erik,2025.0,,,,,AWARDED
Champion,A Bronze Age,Finishes 3rd place in back-to-back seasons.,Benni,2020.0,,,,,AWARDED
Champion,A Bronze Age,Finishes 3rd place in back-to-back seasons.,Ritz,2016.0,,,,,AWARDED
Champion,Draft King,Has the best draft grade and goes on to win the championship.,(n/a),,,,,,SKIPPED_MISSING_DATA
Champion,Action King,Has the best waiver/trade performance and goes on to win the championship.,(n/a),,,,,,SKIPPED_MISSING_DATA
Champion,Optimus Prime,Has the best coach rating (optimal lineups) and goes on to win the championship.,(n/a),,,,,,SKIPPED_MISSING_DATA
Champion,Trash to Treasure,Wins the championship despite having the worst draft grade.,(n/a),,,,,,SKIPPED_MISSING_DATA
Champion,Salvaged from Sabotage,Wins the championship despite being the worst transaction manager.,(n/a),,,,,,SKIPPED_MISSING_DATA
Champion,Accidental King,Wins the championship despite being the worst coach (lineup decisions).,(n/a),,,,,,SKIPPED_MISSING_DATA
Champion,One-Man Show,Has the highest share of the team’s total points in a season (one team carries the scoring).,(n/a),,,,,,SKIPPED_MISSING_DATA
Champion,No-Show,Has the lowest share of points scored in a season (least offensive contribution).,(n/a),,,,,,SKIPPED_MISSING_DATA
Season,Wood Season,Season score in the 60–70 range.,Benni,2015.0,,,64.28571428571429,,AWARDED
Season,Season Top-Half Scoring - 75%,Scores in the top half of the league in at least 75% of weeks.,Benni,2015.0,,,0.7857142857142857,,AWARDED
Season,Clay Season,Season score in the 50–60 range.,Erik,2015.0,,,57.14285714285714,,AWARDED
Season,Iron Season,Season score in the 70–80 range.,Kessi,2015.0,,,78.57142857142857,,AWARDED
Season,Season Bottom-Half Scoring - 75%,Scores in the bottom half of the league in at least 75% of weeks.,Marv,2015.0,,,0.9285714285714286,,AWARDED
Season,Clay Season,Season score in the 50–60 range.,Ritz,2015.0,,,57.14285714285714,,AWARDED
Season,Clay Season,Season score in the 50–60 range.,Simi,2015.0,,,57.14285714285714,,AWARDED
Season,Season Worst-Scores - 5,Records five weekly lowest scores in a single season.,Tommy,2015.0,,,5.0,,AWARDED
Season,Clay Season,Season score in the 50–60 range.,Benni,2016.0,,,50.0,,AWARDED
Season,Wood Season,Season score in the 60–70 range.,Erik,2016.0,,,64.28571428571429,,AWARDED
Season,Season Worst-Scores - 5,Records five weekly lowest scores in a single season.,Juschka,2016.0,,,5.0,,AWARDED
Season,Season Bottom-Half Scoring - 75%,Scores in the bottom half of the league in at least 75% of weeks.,Juschka,2016.0,,,0.7857142857142857,,AWARDED
Season,Clay Season,Season score in the 50–60 range.,Kessi,2016.0,,,50.0,,AWARDED
Season,Iron Season,Season score in the 70–80 range.,Marv,2016.0,,,71.42857142857143,,AWARDED
Season,Season Top-Half Scoring - 75%,Scores in the top half of the league in at least 75% of weeks.,Marv,2016.0,,,0.8571428571428571,,AWARDED
Season,Clay Season,Season score in the 50–60 range.,Ritz,2016.0,,,57.14285714285714,,AWARDED
Season,Clay Season,Season score in the 50–60 range.,Benni,2017.0,,,50.0,,AWARDED
Season,Average Joe,All-play record with exactly as many wins as losses.,Benni,2017.0,,,,,AWARDED
Season,Clay Season,Season score in the 50–60 range.,Erik,2017.0,,,50.0,,AWARDED
Season,Season High-Scores - 5,Achieves five weekly high scores in a single season.,Erik,2017.0,,,5.0,,AWARDED
Season,Wood Season,Season score in the 60–70 range.,Ritz,2017.0,,,64.28571428571429,,AWARDED
Season,Iron Season,Season score in the 70–80 range.,Simi,2017.0,,,78.57142857142857,,AWARDED
Season,Average Joe,All-play record with exactly as many wins as losses.,Tommy,2017.0,,,,,AWARDED
Season,Iron Season,Season score in the 70–80 range.,Benni,2018.0,,,71.42857142857143,,AWARDED
Season,Season Top-Half Scoring - 75%,Scores in the top half of the league in at least 75% of weeks.,Benni,2018.0,,,0.7857142857142857,,AWARDED
Season,Wood Season,Season score in the 60–70 range.,Juschka,2018.0,,,64.28571428571429,,AWARDED
Season,Season Top-Half Scoring - 75%,Scores in the top half of the league in at least 75% of weeks.,Juschka,2018.0,,,0.7857142857142857,,AWARDED
Season,Goose Egg,Zero regular-season wins.,Kessi,2018.0,,,,,AWARDED
Season,Season Bottom-Half Scoring - 75%,Scores in the bottom half of the league in at least 75% of weeks.,Kessi,2018.0,,,1.0,,AWARDED
Season,Season Bottom-Half Scoring - 100%,Scores in the bottom half of the league in every week.,Kessi,2018.0,,,1.0,,AWARDED
Season,Clay Season,Season score in the 50–60 range.,Marv,2018.0,,,50.0,,AWARDED
Season,Gold Season,Season score in the 90–95 range.,Ritz,2018.0,,,92.85714285714286,,AWARDED
Season,Season Top-Half Scoring - 75%,Scores in the top half of the league in at least 75% of weeks.,Ritz,2018.0,,,1.0,,AWARDED
Season,Season Top-Half Scoring - 100%,Scores in the top half of the league in 100% of weeks.,Ritz,2018.0,,,1.0,,AWARDED
Season,Season Bottom-Half Scoring - 75%,Scores in the bottom half of the league in at least 75% of weeks.,Simi,2018.0,,,0.7857142857142857,,AWARDED
Season,Clay Season,Season score in the 50–60 range.,Tommy,2018.0,,,57.14285714285714,,AWARDED
Season,Clay Season,Season score in the 50–60 range.,Benni,2019.0,,,50.0,,AWARDED
Season,Iron Season,Season score in the 70–80 range.,Erik,2019.0,,,78.57142857142857,,AWARDED
Season,Season High-Scores - 5,Achieves five weekly high scores in a single season.,Erik,2019.0,,,6.0,,AWARDED
Season,Season Top-Half Scoring - 75%,Scores in the top half of the league in at least 75% of weeks.,Erik,2019.0,,,0.8571428571428571,,AWARDED
Season,Iron Season,Season score in the 70–80 range.,Marv,2019.0,,,71.42857142857143,,AWARDED
Season,Average Joe,All-play record with exactly as many wins as losses.,Tommy,2019.0,,,,,AWARDED
Season,Clay Season,Season score in the 50–60 range.,Benni,2020.0,,,57.14285714285714,,AWARDED
Season,Wood Season,Season score in the 60–70 range.,Juschka,2020.0,,,64.28571428571429,,AWARDED
Season,Season Top-Half Scoring - 75%,Scores in the top half of the league in at least 75% of weeks.,Juschka,2020.0,,,0.8571428571428571,,AWARDED
Season,Clay Season,Season score in the 50–60 range.,Kessi,2020.0,,,50.0,,AWARDED
Season,Silver Season,Season score in the 85–90 range.,Marv,2020.0,,,85.71428571428571,,AWARDED
Season,Season High-Scores - 5,Achieves five weekly high scores in a single season.,Marv,2020.0,,,5.0,,AWARDED
Season,Season Top-Half Scoring - 75%,Scores in the top half of the league in at least 75% of weeks.,Marv,2020.0,,,0.8571428571428571,,AWARDED
Season,Clay Season,Season score in the 50–60 range.,Ritz,2020.0,,,50.0,,AWARDED
Season,Season Bottom-Half Scoring - 75%,Scores in the bottom half of the league in at least 75% of weeks.,Tommy,2020.0,,,1.0,,AWARDED
Season,Season Bottom-Half Scoring - 100%,Scores in the bottom half of the league in every week.,Tommy,2020.0,,,1.0,,AWARDED
Season,Wood Season,Season score in the 60–70 range.,Benni,2021.0,,,64.28571428571429,,AWARDED
Season,Iron Season,Season score in the 70–80 range.,Erik,2021.0,,,71.42857142857143,,AWARDED
