#,Player,Pos,Team,TTL,VORP
106,Matt LaCosse,TE,FA,0,0
106,Emanuel Byrd,TE,FA,0,0
154,Jeremy McNichols,RB,WAS,0,0
154,Shane Smith,RB,FA,0,0
154,Jordan Todman,RB,FA,0,0
154,Joe Banyard,RB,FA,0,0
159,C.J. Spiller,RB,FA,0,0
159,Daniel Lasco,RB,FA,0,0
159,De'Veon Smith,RB,FA,0,0
159,Alex Armah Jr.,RB,FA,0,0
159,Tani Tupou,RB,FA,0,0
159,Marquez Williams,RB,FA,0,0
159,Marcus Murphy,RB,FA,0,0
159,Elijah Hood,RB,FA,0,0
159,Dare Ogunbowale,RB,HOU,0,0
159,Jarveon Williams,RB,FA,0,0
159,Terrence Magee,RB,FA,0,0
159,Taquan Mizzell,RB,NYG,0,0
195,David Moore,WR,CAR,0,0
195,Robert Davis,WR,FA,0,0
195,Mose Frazier,WR,FA,0,0
195,Rashawn Scott,WR,FA,0,0
195,Geremy Davis,WR,FA,0,0
195,Victor Bolden Jr.,WR,FA,0,0
195,Justin Hardee Sr.,WR,FA,0,0
195,Brandon Banks,WR,FA,0,0
195,Austin Carr,WR,FA,0,0
195,Jace Billingsley,WR,FA,0,0
195,Krishawn Hogan,WR,FA,0,0
195,Cody Core,WR,FA,0,0
195,Matthew Slater,WR,FA,0,0
195,Shelton Gibson,WR,FA,0,0
195,Cobi Hamilton,WR,FA,0,0
195,Dwayne Harris,WR,FA,0,0
195,Marcus Kemp,WR,FA,0,0
195,Marquis Bundy,WR,FA,0,0
195,Andy Jones,WR,FA,0,0
195,James Wright,WR,FA,0,0
195,Bradley Marquez,WR,FA,0,0
195,Lance Lenoir Jr.,WR,FA,0,0
195,Isaac Whitney,WR,FA,0,0
195,K.J. Brent,WR,FA,0,0
195,Quincy Adeboyejo,WR,FA,0,0
195,Ed Eagan,WR,FA,0,0
195,Stacy Coley,WR,FA,0,0
65,Austin Davis,QB,FA,-0.1,0
66,Chase Daniel,QB,FA,-0.2,0
158,Bronson Hill,RB,FA,-0.2,0
171,Darren McFadden,RB,FA,-0.2,0
67,Landry Jones,QB,FA,-0.4,0
68,Chad Henne,QB,FA,-0.5,0
222,Ryan Switzer,WR,FA,-0.6,0
223,John Ross,WR,FA,-0.8,0
223,Andre Roberts,WR,FA,-0.8,0
69,Kellen Clemens,QB,FA,-0.9,0
225,Kalif Raymond,WR,DET,-0.9,0
70,Jake Rudock,QB,FA,-1,0
226,Isaiah McKenzie,WR,FA,-1.4,0
172,Devante Mays,RB,FA,-2.1,0
71,Teddy Bridgewater,QB,TB,-2.3,0
