#;Player;Pos;Team;TTL;VORP
188;Donteea Dye;WR;FA;0;0
188;Tre McBride III;WR;FA;0;0
188;Dezmin Lewis;WR;FA;0;0
188;Tevaun Smith;WR;FA;0;0
188;Daniel Braverman;WR;FA;0;0
188;Tony Washington;WR;FA;0;0
188;Demarcus Robinson;WR;SF;0;0
188;Marc Mariani;WR;FA;0;0
188;Ka'Raun White;WR;FA;0;0
188;Vince Mayle;WR;FA;0;0
188;Eric Weems;WR;FA;0;0
112;Beau Brinkley;TE;FA;0;0
112;Scott Simonson;TE;FA;0;0
112;Temarrick Hemingway;TE;FA;0;0
112;Eric Tomlinson;TE;FA;0;0
112;Cory Harkey;TE;FA;0;0
112;Troy Niklas;TE;FA;0;0
112;Thomas Duarte;TE;FA;0;0
112;Chase Coffman;TE;FA;0;0
112;Greg Scruggs;TE;FA;0;0
112;Khari Lee;TE;FA;0;0
112;Maxx Williams;TE;FA;0;0
112;Hakeem Valles;TE;FA;0;0
112;Braedon Bowman;TE;FA;0;0
112;Asante Cleveland;TE;FA;0;0
112;Jim Dray;TE;FA;0;0
112;Kellen Davis;TE;FA;0;0
112;Orson Charles;TE;FA;0;0
112;Clark Harris;TE;FA;0;0
112;Kyle Nelson;TE;FA;0;0
112;Ryan O'Malley;TE;FA;0;0
37;Jonathan Brown;K;FA;0;0
37;Jordan Gay;K;FA;0;0
65;Kellen Clemens;QB;FA;-0.1;0
132;James O'Shaughnessy;TE;FA;-0.1;0
66;Chad Henne;QB;FA;-0.2;0
67;Brett Hundley;QB;FA;-1.5;0
211;Matthew Slater;WR;FA;-1.5;0
177;Tyler Ervin;RB;FA;-1.9;0
212;Kalif Raymond;WR;DET;-2;0
212;Devin Hester;WR;FA;-2;0
212;Jakeem Grant Sr.;WR;FA;-2;0
212;Keshawn Martin;WR;FA;-2;0
