#,Player,Pos,Team,TTL,VORP
205,Doug Baldwin,WR,FA,0,0
205,Brian Quick,WR,FA,0,0
205,Jehu Chesson,WR,FA,0,0
205,Rashad Greene,WR,FA,0,0
205,Freddie Martino,WR,FA,0,0
205,Keenan Reynolds,WR,FA,0,0
205,Rod Streater,WR,FA,0,0
205,Max McCaffrey,WR,FA,0,0
205,Markus Wheaton,WR,FA,0,0
205,Derrick Willies,WR,FA,0,0
205,Alexander Hollins,WR,FA,0,0
205,Nsimba Webster,WR,FA,0,0
205,J'Mon Moore,WR,FA,0,0
205,James Jones,WR,FA,0,0
205,Tony Jones,WR,FA,0,0
205,Andy Jones,WR,FA,0,0
205,Bradley Marquez,WR,FA,0,0
205,Josh Malone,WR,FA,0,0
42,Graham Gano,K,NYG,0,0
205,Chad Williams,WR,FA,0,0
205,Martavis Bryant,WR,FA,0,0
205,Keith Kirkwood,WR,BAL,0,0
205,Darrius Heyward-Bey,WR,FA,0,0
205,Janarion Grant,WR,FA,0,0
205,Jalen Guyton,WR,FA,0,0
205,River Cracraft,WR,WAS,0,0
205,Tom Kennedy,WR,DET,0,0
205,Lil'Jordan Humphrey,WR,DEN,0,0
205,Mose Frazier,WR,FA,0,0
205,A.J. Green,WR,FA,0,0
205,Juwann Winfree,WR,FA,0,0
205,Taywan Taylor,WR,FA,0,0
205,Pierre Garcon,WR,FA,0,0
205,John Ursua,WR,FA,0,0
205,Andre Holmes,WR,FA,0,0
205,Kelvin Benjamin,WR,FA,0,0
205,Torrey Smith,WR,FA,0,0
205,Daurice Fountain,WR,FA,0,0
205,Steven Mitchell Jr.,WR,FA,0,0
205,Leonte Carroo,WR,FA,0,0
205,Brandon Marshall,WR,FA,0,0
205,Brandon LaFell,WR,FA,0,0
205,Deante Burton,WR,FA,0,0
205,Keon Hatcher,WR,FA,0,0
205,Saeed Blacknall,WR,FA,0,0
205,Travis Fulgham,WR,FA,0,0
205,Cyril Grayson Jr.,WR,FA,0,0
205,Trenton Irwin,WR,NYJ,0,0
205,Jaydon Mickens,WR,FA,0,0
205,Jester Weah,WR,FA,0,0
205,Darvin Kidsy,WR,FA,0,0
205,Justin Hunter,WR,FA,0,0
117,Jerell Adams,TE,FA,0,0
205,J.J. Jones,WR,FA,0,0
205,Davion Davis,WR,FA,0,0
205,Brandon Tate,WR,FA,0,0
205,Charone Peake,WR,FA,0,0
205,Deontay Burnett,WR,FA,0,0
205,Eli Rogers,WR,FA,0,0
205,Terrance Williams,WR,FA,0,0
205,Josh Doctson,WR,FA,0,0
205,Jeremy Ross,WR,FA,0,0
205,Spencer Schnell,WR,FA,0,0
205,Justin Hardee Sr.,WR,FA,0,0
205,Gary Jennings Jr.,WR,FA,0,0
205,Equanimeous St. Brown,WR,FA,0,0
205,Jordy Nelson,WR,FA,0,0
117,Rob Gronkowski,TE,FA,0,0
145,Tre Madden,RB,FA,0,0
117,Garrett Dickerson,TE,FA,0,0
145,Kenneth Dixon,RB,FA,0,0
145,Jordan Chunn,RB,FA,0,0
117,Dion Sims,TE,FA,0,0
145,Travaris Cadet,RB,FA,0,0
145,Stevan Ridley,RB,FA,0,0
117,Carson Meier,TE,FA,0,0
117,Charles Jones,TE,FA,0,0
145,D.J. Foster,RB,FA,0,0
117,Antonio Gates,TE,FA,0,0
145,Justin Davis,RB,FA,0,0
117,Jason Vander Laan,TE,FA,0,0
117,Jason Croom,TE,FA,0,0
117,Stephen Anderson,TE,FA,0,0
145,Ryan Nall,RB,FA,0,0
117,Jace Sternberger,TE,FA,0,0
145,Detrez Newsome,RB,FA,0,0
145,DuJuan Harris,RB,FA,0,0
117,Richard Rodgers,TE,FA,0,0
117,Evan Baylis,TE,FA,0,0
145,Senorise Perry,RB,FA,0,0
117,Clark Harris,TE,FA,0,0
145,LeGarrette Blount,RB,FA,0,0
117,Jordan Reed,TE,FA,0,0
145,Robert Turbin,RB,FA,0,0
145,David Fluellen,RB,FA,0,0
145,Devine Ozigbo,RB,FA,0,0
145,Trenton Cannon,RB,FA,0,0
145,Lamar Miller,RB,FA,0,0
42,Kaare Vedvik,K,FA,0,0
42,Matt McCrane,K,FA,0,0
42,Caleb Sturgis,K,FA,0,0
42,Giorgio Tavecchio,K,FA,0,0
42,Sebastian Janikowski,K,FA,0,0
145,Michael Burton,RB,DEN,0,0
145,Jeremy McNichols,RB,WAS,0,0
145,Chris Ivory,RB,FA,0,0
145,Marshawn Lynch,RB,FA,0,0
145,Austin Walter,RB,FA,0,0
145,Craig Reynolds,RB,FA,0,0
145,Brandin Bryant,RB,FA,0,0
145,Bryce Love,RB,FA,0,0
145,Chandler Cox,RB,FA,0,0
145,Rod Smith,RB,FA,0,0
145,Jamize Olawale,RB,FA,0,0
145,Jonathan Stewart,RB,FA,0,0
145,Alex Collins,RB,FA,0,0
145,Jamaal Charles,RB,FA,0,0
145,Jeremy Hill,RB,FA,0,0
145,Lavon Coleman,RB,FA,0,0
145,Mike Gillislee,RB,FA,0,0
145,Joe Williams,RB,FA,0,0
145,Cullen Gillaspia,RB,FA,0,0
145,Taiwan Jones,RB,FA,0,0
117,Khari Lee,TE,FA,0,0
117,Jerome Cunningham,TE,FA,0,0
117,Alex Ellis,TE,FA,0,0
117,Jake Butt,TE,FA,0,0
61,Andrew Luck,QB,FA,0,0
61,Joshua Dobbs,QB,NE,0,0
61,Alex Smith,QB,FA,0,0
61,Taylor Heinicke,QB,FA,0,0
61,Alex Tanney,QB,FA,0,0
61,Trace McSorley,QB,FA,0,0
61,James Franklin,QB,FA,0,0
61,Mark Sanchez,QB,FA,0,0
61,Brock Osweiler,QB,FA,0,0
117,Brian Parker,TE,FA,0,0
145,Derrick Coleman,RB,FA,0,0
61,Geno Smith,QB,LV,0,0
117,Mason Schreck,TE,FA,0,0
145,Jeremy Langford,RB,FA,0,0
117,David Grinnage,TE,FA,0,0
117,Alan Cross,TE,FA,0,0
145,Ricky Ortiz,RB,FA,0,0
117,Beau Brinkley,TE,FA,0,0
117,Kyle Nelson,TE,FA,0,0
145,Donnie Ernsberger,RB,FA,0,0
117,Garrett Celek,TE,FA,0,0
117,Cole Wick,TE,FA,0,0
42,Ryan Santoso,K,FA,0,0
117,Jermaine Gresham,TE,FA,0,0
117,Erik Swoope,TE,FA,0,0
61,C.J. Beathard,QB,DET,0,0
61,AJ McCarron,QB,FA,0,0
61,Nate Sudfeld,QB,FA,0,0
117,Jordan Thomas,TE,FA,0,0
117,Kendall Blanton,TE,FA,0,0
117,David Morgan II,TE,FA,0,0
117,Ed Dickson,TE,FA,0,0
117,Jordan Franks,TE,FA,0,0
145,Cameron Artis-Payne,RB,FA,0,0
117,Logan Paulsen,TE,FA,0,0
61,David Fales,QB,FA,0,0
117,Neal Sterling,TE,FA,0,0
117,Brandon Dillon,TE,FA,0,0
61,Chad Henne,QB,FA,0,0
145,Trayveon Williams,RB,LAC,0,0
117,Matt Lengel,TE,FA,0,0
61,Sam Bradford,QB,FA,0,0
61,Matt Cassel,QB,FA,0,0
61,Joe Webb III,QB,FA,0,0
61,Brandon Weeden,QB,FA,0,0
61,Chad Kelly,QB,FA,0,0
61,Cooper Rush,QB,BAL,0,0
61,Drew Anderson,QB,FA,0,0
205,JoJo Natson,WR,FA,0,0
83,Tim Boyle,QB,FA,-0.1,0
85,Garrett Gilbert,QB,FA,-0.3,0
84,Nick Mullens,QB,JAC,-0.3,0
86,Sean Mannion,QB,FA,-0.5,0
87,Jarrett Stidham,QB,DEN,-0.6,0
88,Blake Bortles,QB,FA,-0.8,0
288,Darrius Shepherd,WR,FA,-1.9,0
289,Ray-Ray McCloud III,WR,NYG,-2,0
289,Greg Dortch,WR,ARI,-2,0
291,Quincy Enunwa,WR,FA,-2.4,0
292,Michael Walker,WR,FA,-2.5,0
190,Corey Clement,RB,FA,-4,0
